計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,冷蔵庫・キッチン,テレビ、リビング電灯,食器洗乾燥機・キッチン,エアコン・リビング,浴室乾燥機・浴室,主寝室・エアコン電灯,未使用,洗面・洗濯機、コンセント,キッチン・電子レンジ炊飯,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,10190,0,5712,2249,0,0,0,0,0,42,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10190,-,-,-,-,-,-,-,-
20171102,-,-,-,9000,0,5539,2098,0,0,0,0,0,48,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,-,-,-,-,-,-,-,-
20171103,-,-,-,9283,0,5246,2218,488,0,0,0,0,42,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9283,-,-,-,-,-,-,-,-
20171104,-,-,-,10688,0,5797,2034,547,0,0,0,0,39,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10688,-,-,-,-,-,-,-,-
20171105,-,-,-,8468,0,4669,2139,0,0,0,0,0,34,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8468,-,-,-,-,-,-,-,-
20171106,-,-,-,8712,0,5225,2308,0,0,0,0,0,73,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8712,-,-,-,-,-,-,-,-
20171107,-,-,-,8821,0,5322,1865,0,0,0,0,0,41,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8821,-,-,-,-,-,-,-,-
20171108,-,-,-,9720,0,6084,2192,0,0,0,0,0,35,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9720,-,-,-,-,-,-,-,-
20171109,-,-,-,9682,0,5867,2063,570,0,0,0,0,66,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9682,-,-,-,-,-,-,-,-
20171110,-,-,-,9672,0,6257,2097,0,0,0,0,0,57,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9672,-,-,-,-,-,-,-,-
20171111,-,-,-,9482,0,6316,2136,0,0,0,0,0,36,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9482,-,-,-,-,-,-,-,-
20171112,-,-,-,10448,0,6341,2541,0,0,0,0,0,52,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10448,-,-,-,-,-,-,-,-
20171113,-,-,-,10560,0,6778,2335,0,0,0,0,0,68,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10560,-,-,-,-,-,-,-,-
20171114,-,-,-,11296,0,6153,2245,548,0,0,0,0,46,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11296,-,-,-,-,-,-,-,-
20171115,-,-,-,9862,0,6394,2255,0,0,0,0,0,42,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9862,-,-,-,-,-,-,-,-
20171116,-,-,-,9875,0,6016,2088,570,0,0,0,0,55,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9875,-,-,-,-,-,-,-,-
20171117,-,-,-,10377,0,6264,2255,632,0,0,0,0,42,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10377,-,-,-,-,-,-,-,-
20171118,-,-,-,11642,0,6257,2688,1162,0,0,0,0,65,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11642,-,-,-,-,-,-,-,-
20171119,-,-,-,8670,0,5411,2093,0,0,0,0,0,44,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8670,-,-,-,-,-,-,-,-
20171120,-,-,-,11703,0,6751,2447,0,0,642,9,0,86,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11703,-,-,-,-,-,-,-,-
20171121,-,-,-,11548,0,7194,2028,0,1598,0,36,0,63,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11548,-,-,-,-,-,-,-,-
20171122,-,-,-,11140,0,6427,2745,0,0,0,156,0,54,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11140,-,-,-,-,-,-,-,-
20171123,-,-,-,10141,0,6274,2262,0,1,0,107,0,37,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10141,-,-,-,-,-,-,-,-
20171124,-,-,-,10475,0,5860,2210,597,0,0,77,0,34,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10475,-,-,-,-,-,-,-,-
20171125,-,-,-,11622,0,6115,2402,0,3198,0,60,0,36,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11622,-,-,-,-,-,-,-,-
20171126,-,-,-,10537,0,6060,2148,0,1593,0,90,0,35,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10537,-,-,-,-,-,-,-,-
20171127,-,-,-,10799,0,5994,2336,0,988,0,0,0,64,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10799,-,-,-,-,-,-,-,-
20171128,-,-,-,10397,0,6274,2304,639,0,0,5,0,38,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10397,-,-,-,-,-,-,-,-
20171129,-,-,-,10261,0,6163,2625,0,0,0,0,0,31,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10261,-,-,-,-,-,-,-,-
20171130,-,-,-,9814,0,5837,2460,0,0,420,10,0,47,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9814,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
