計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,冷蔵庫・キッチン,テレビ、リビング電灯,食器洗乾燥機・キッチン,エアコン・リビング,浴室乾燥機・浴室,主寝室・エアコン電灯,未使用,洗面・洗濯機、コンセント,キッチン・電子レンジ炊飯,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,10953,0,6331,2497,0,0,512,43,0,53,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10953,-,-,-,-,-,-,-,-
20171202,-,-,-,11065,0,7154,2397,0,0,0,34,0,43,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11065,-,-,-,-,-,-,-,-
20171203,-,-,-,10658,0,6238,2292,0,0,540,115,0,57,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10658,-,-,-,-,-,-,-,-
20171204,-,-,-,11722,0,7043,2410,686,0,0,58,0,75,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11722,-,-,-,-,-,-,-,-
20171205,-,-,-,13009,0,7093,2723,694,0,465,139,0,42,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13009,-,-,-,-,-,-,-,-
20171206,-,-,-,12732,0,7026,2410,0,1518,817,99,0,81,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12732,-,-,-,-,-,-,-,-
20171207,-,-,-,12594,0,7296,2146,704,656,609,43,0,37,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12594,-,-,-,-,-,-,-,-
20171208,-,-,-,12492,0,6858,2550,718,1,620,61,0,41,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12492,-,-,-,-,-,-,-,-
20171209,-,-,-,11405,0,7005,2427,236,0,0,97,0,68,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11405,-,-,-,-,-,-,-,-
20171210,-,-,-,10014,0,5852,2374,0,0,556,68,0,49,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10014,-,-,-,-,-,-,-,-
20171211,-,-,-,13522,0,7323,2646,709,0,1056,117,0,66,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13522,-,-,-,-,-,-,-,-
20171212,-,-,-,12031,0,6450,2181,704,0,680,179,0,52,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12031,-,-,-,-,-,-,-,-
20171213,-,-,-,12193,0,6683,1917,711,2175,510,32,0,76,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12193,-,-,-,-,-,-,-,-
20171214,-,-,-,11986,0,7299,2610,0,0,0,39,0,30,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11986,-,-,-,-,-,-,-,-
20171215,-,-,-,12660,0,7134,2358,705,0,985,45,0,77,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12660,-,-,-,-,-,-,-,-
20171216,-,-,-,10890,0,5592,2211,0,2113,975,28,0,40,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10890,-,-,-,-,-,-,-,-
20171217,-,-,-,16684,0,7449,2495,0,10013,532,68,0,44,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16684,-,-,-,-,-,-,-,-
20171218,-,-,-,12656,0,6701,2438,709,1384,625,74,0,83,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12656,-,-,-,-,-,-,-,-
20171219,-,-,-,10406,0,5756,1897,717,279,524,95,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10406,-,-,-,-,-,-,-,-
20171220,-,-,-,13316,0,7797,2623,637,368,422,56,0,63,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13316,-,-,-,-,-,-,-,-
20171221,-,-,-,13355,0,7217,2153,667,2579,578,127,0,38,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13355,-,-,-,-,-,-,-,-
20171222,-,-,-,17124,0,7400,2355,640,2219,1829,71,0,76,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17124,-,-,-,-,-,-,-,-
20171223,-,-,-,11792,0,7031,2332,0,806,652,50,0,81,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11792,-,-,-,-,-,-,-,-
20171224,-,-,-,12688,0,7353,2823,640,1,517,83,0,52,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12688,-,-,-,-,-,-,-,-
20171225,-,-,-,11491,0,7069,2376,0,0,533,55,0,86,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11491,-,-,-,-,-,-,-,-
20171226,-,-,-,13233,0,7741,2950,0,0,893,64,0,62,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13233,-,-,-,-,-,-,-,-
20171227,-,-,-,11414,0,7031,2537,0,0,672,16,0,49,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11414,-,-,-,-,-,-,-,-
20171228,-,-,-,13156,0,8054,2244,737,0,639,47,0,64,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13156,-,-,-,-,-,-,-,-
20171229,-,-,-,12272,0,7123,2520,0,0,605,230,0,42,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12272,-,-,-,-,-,-,-,-
20171230,-,-,-,12598,0,6725,3566,0,0,779,140,0,63,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12598,-,-,-,-,-,-,-,-
20171231,-,-,-,11852,0,6988,2580,0,0,548,17,0,61,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11852,-,-,-,-,-,-,-,-
