計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,洗濯機・洗面,居間　エアコン,冷蔵庫2,2階リビング照明,母　・テレビ照明,冷蔵庫1,未使用,2階洋室仕事　エアコン,2階洋室服用　エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,12272,0,2122,1687,0,0,1575,1262,0,36,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12272,-,-,-,-,-,-,-,-
20180502,-,-,-,10653,0,2356,1433,0,0,1034,1206,0,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10653,-,-,-,-,-,-,-,-
20180503,-,-,-,18984,0,2141,1905,60,0,1360,976,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18984,-,-,-,-,-,-,-,-
20180504,-,-,-,8594,0,2150,1414,54,0,980,1200,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8594,-,-,-,-,-,-,-,-
20180505,-,-,-,14020,0,2150,2190,1,0,1350,1121,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14020,-,-,-,-,-,-,-,-
20180506,-,-,-,17172,0,2168,3229,32,0,1759,1819,0,128,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17172,-,-,-,-,-,-,-,-
20180507,-,-,-,15647,0,2230,1826,3,0,1656,1360,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15647,-,-,-,-,-,-,-,-
20180508,-,-,-,14360,0,2208,1734,0,0,1278,1749,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14360,-,-,-,-,-,-,-,-
20180509,-,-,-,11674,0,2170,1773,0,0,1075,1368,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11674,-,-,-,-,-,-,-,-
20180510,-,-,-,12606,0,2112,1836,1,0,1309,1704,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12606,-,-,-,-,-,-,-,-
20180511,-,-,-,10655,0,1947,1268,0,0,1059,1328,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10655,-,-,-,-,-,-,-,-
20180512,-,-,-,13901,0,2081,1756,40,0,1278,1357,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13901,-,-,-,-,-,-,-,-
20180513,-,-,-,16257,0,2238,1587,15,0,1703,1547,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16257,-,-,-,-,-,-,-,-
20180514,-,-,-,13530,0,2028,2105,2,0,1433,1642,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13530,-,-,-,-,-,-,-,-
20180515,-,-,-,16225,0,2072,1938,0,0,1184,1155,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16225,-,-,-,-,-,-,-,-
20180516,-,-,-,18311,0,2114,1982,6,0,1306,1891,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18311,-,-,-,-,-,-,-,-
20180517,-,-,-,13151,0,2128,1760,0,0,1106,1047,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13151,-,-,-,-,-,-,-,-
20180518,-,-,-,12492,0,2018,1696,0,0,1035,1069,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12492,-,-,-,-,-,-,-,-
20180519,-,-,-,12778,0,1963,2078,1,0,1234,1096,0,23,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12778,-,-,-,-,-,-,-,-
20180520,-,-,-,18211,0,2119,2814,17,0,1307,1934,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18211,-,-,-,-,-,-,-,-
20180521,-,-,-,14827,0,2052,3052,1,0,1238,1505,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14827,-,-,-,-,-,-,-,-
20180522,-,-,-,14747,0,2096,2482,2,0,1403,1298,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14747,-,-,-,-,-,-,-,-
20180523,-,-,-,13992,0,2021,2172,6,0,1421,1566,0,37,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13992,-,-,-,-,-,-,-,-
20180524,-,-,-,14603,0,2149,2567,0,0,1216,1290,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14603,-,-,-,-,-,-,-,-
20180525,-,-,-,14819,0,2052,2612,0,0,1154,1222,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14819,-,-,-,-,-,-,-,-
20180526,-,-,-,18409,0,2220,3459,2,0,1262,1689,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18409,-,-,-,-,-,-,-,-
20180527,-,-,-,20054,0,2049,2849,5,0,1938,1797,0,48,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20054,-,-,-,-,-,-,-,-
20180528,-,-,-,19893,0,2115,1673,0,0,1094,1352,0,16,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19893,-,-,-,-,-,-,-,-
20180529,-,-,-,16966,0,2164,1666,0,0,1571,1318,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16966,-,-,-,-,-,-,-,-
20180530,-,-,-,22185,0,2132,2631,0,0,1331,1102,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22185,-,-,-,-,-,-,-,-
20180531,-,-,-,21727,0,2148,2167,1,0,1281,1064,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21727,-,-,-,-,-,-,-,-
