計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,照明・電源・キッチン,洗濯機・浴室,食器洗乾燥機・キッチン,冷蔵庫・キッチン,エアコン・主寝室,エアコン・和室,未使用,ＩＨ・キッチン,エアコン・キッチン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,9592,0,1485,1188,1447,868,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9592,-,-,-,-,-,-,-,-
20171102,-,-,-,8213,0,1357,346,1336,1185,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8213,-,-,-,-,-,-,-,-
20171103,-,-,-,8859,0,1168,1042,1231,1088,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8859,-,-,-,-,-,-,-,-
20171104,-,-,-,8231,0,1412,593,568,1078,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8231,-,-,-,-,-,-,-,-
20171105,-,-,-,10591,0,1632,824,1495,1122,50,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10591,-,-,-,-,-,-,-,-
20171106,-,-,-,9598,0,1427,609,1403,1077,9,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9598,-,-,-,-,-,-,-,-
20171107,-,-,-,10046,0,1242,1220,1599,1211,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10046,-,-,-,-,-,-,-,-
20171108,-,-,-,9837,0,1248,1587,1070,1134,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9837,-,-,-,-,-,-,-,-
20171109,-,-,-,8223,0,1094,449,1450,940,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8223,-,-,-,-,-,-,-,-
20171110,-,-,-,8268,0,1077,428,964,1012,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8268,-,-,-,-,-,-,-,-
20171111,-,-,-,8969,0,1327,414,1477,917,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8969,-,-,-,-,-,-,-,-
20171112,-,-,-,10625,0,2479,1203,1174,1114,69,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10625,-,-,-,-,-,-,-,-
20171113,-,-,-,11689,0,2364,879,2296,1065,18,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11689,-,-,-,-,-,-,-,-
20171114,-,-,-,9349,0,2164,394,1322,1048,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9349,-,-,-,-,-,-,-,-
20171115,-,-,-,9915,0,2385,522,1316,842,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9915,-,-,-,-,-,-,-,-
20171116,-,-,-,12284,0,3057,1020,1491,1095,67,0,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12284,-,-,-,-,-,-,-,-
20171117,-,-,-,12654,0,3143,376,2256,1033,48,0,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12654,-,-,-,-,-,-,-,-
20171118,-,-,-,14052,0,2467,693,1607,1104,10,0,0,561,2929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14052,-,-,-,-,-,-,-,-
20171119,-,-,-,17440,0,3479,946,2407,968,114,0,0,809,3513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17440,-,-,-,-,-,-,-,-
20171120,-,-,-,17049,0,2337,548,2283,1158,88,0,0,599,5369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17049,-,-,-,-,-,-,-,-
20171121,-,-,-,14398,0,2456,443,1079,1045,125,0,0,281,4476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14398,-,-,-,-,-,-,-,-
20171122,-,-,-,18749,0,2500,1013,2241,1193,77,0,0,443,6435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18749,-,-,-,-,-,-,-,-
20171123,-,-,-,19086,0,1885,288,612,1195,4202,0,0,572,5239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19086,-,-,-,-,-,-,-,-
20171124,-,-,-,21791,0,2489,468,1360,1223,4782,0,0,386,6270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21791,-,-,-,-,-,-,-,-
20171125,-,-,-,18009,0,2123,1090,1360,1196,89,0,0,865,6097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18009,-,-,-,-,-,-,-,-
20171126,-,-,-,14230,0,1964,374,1319,1196,47,0,0,536,3910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14230,-,-,-,-,-,-,-,-
20171127,-,-,-,14923,0,2391,840,380,1228,48,0,0,498,4909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14923,-,-,-,-,-,-,-,-
20171128,-,-,-,12140,0,2374,395,856,1164,49,0,0,293,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12140,-,-,-,-,-,-,-,-
20171129,-,-,-,11004,0,2708,293,566,1193,0,0,0,488,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11004,-,-,-,-,-,-,-,-
20171130,-,-,-,10713,0,2253,373,560,1123,10,0,0,351,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10713,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
