計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,LB AC TV 洗濯機,主寝室AC,冷蔵庫,リビング照明,洋室①　AC,食器乾燥機　レンジ,未使用,洋室②　AC,洋室②　照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,38467,0,5516,171,663,498,2594,2110,0,1263,4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38467,-,-,-,-,-,-,-,-
20180202,-,-,-,31305,0,6127,688,773,497,2937,2446,0,1637,4124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31305,-,-,-,-,-,-,-,-
20180203,-,-,-,46421,0,6266,7411,675,891,2569,2285,0,1778,5276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46421,-,-,-,-,-,-,-,-
20180204,-,-,-,88519,0,7679,16498,676,489,3607,3247,0,5935,4178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88519,-,-,-,-,-,-,-,-
20180205,-,-,-,80971,0,3162,18112,729,486,3715,2534,0,4513,5433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80971,-,-,-,-,-,-,-,-
20180206,-,-,-,77507,0,13412,22673,686,464,4043,3063,0,2578,5705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77507,-,-,-,-,-,-,-,-
20180207,-,-,-,54473,0,14220,15119,700,484,2578,2360,0,700,4136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54473,-,-,-,-,-,-,-,-
20180208,-,-,-,49481,0,5487,16243,600,485,2595,2745,0,2072,4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49481,-,-,-,-,-,-,-,-
20180209,-,-,-,52430,0,10839,11133,552,425,3268,1907,0,5242,4457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52430,-,-,-,-,-,-,-,-
20180210,-,-,-,42837,0,7443,6306,574,488,3514,2116,0,4763,5677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42837,-,-,-,-,-,-,-,-
20180211,-,-,-,67512,0,7767,13185,728,7352,3385,3242,0,8508,4964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67512,-,-,-,-,-,-,-,-
20180212,-,-,-,62374,0,7706,11678,730,496,3360,2902,0,9348,5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62374,-,-,-,-,-,-,-,-
20180213,-,-,-,47198,0,4816,13255,617,491,3748,2309,0,2828,4946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47198,-,-,-,-,-,-,-,-
20180214,-,-,-,49724,0,7467,11386,755,853,2955,2564,0,3335,5746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49724,-,-,-,-,-,-,-,-
20180215,-,-,-,43028,0,6721,6862,651,500,4383,2819,0,4245,5505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43028,-,-,-,-,-,-,-,-
20180216,-,-,-,45440,0,6519,7690,754,490,3765,2972,0,3752,6211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45440,-,-,-,-,-,-,-,-
20180217,-,-,-,43411,0,5851,9017,626,392,3340,2553,0,2563,5305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43411,-,-,-,-,-,-,-,-
20180218,-,-,-,52444,0,7410,14285,617,381,3654,2235,0,4092,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52444,-,-,-,-,-,-,-,-
20180219,-,-,-,47550,0,6979,6985,1005,491,4034,3146,0,5875,4969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47550,-,-,-,-,-,-,-,-
20180220,-,-,-,40788,0,6256,8097,901,387,3763,2466,0,2816,4908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40788,-,-,-,-,-,-,-,-
20180221,-,-,-,25783,0,3255,6018,251,195,2272,1698,0,3324,2634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25783,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
