計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電1,太陽光発電2,ＩＨ・キッチン,エアコン・リビング,エアコン・主寝室,リビング照明・電源・TV,未使用,台所冷蔵庫照明コンセント,洗濯機・洗面・玄関照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,4552,47135,30047,22156,1491,0,0,1357,0,2357,2906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9620,-,-,-,-,-,-,-,-
20180602,-,-,-,5765,45571,28831,21480,1020,574,0,2129,0,2173,2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10505,-,-,-,-,-,-,-,-
20180603,-,-,-,5116,33399,22212,16350,1900,0,0,1389,0,2300,2827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10279,-,-,-,-,-,-,-,-
20180604,-,-,-,5735,40121,25740,19225,1801,276,97,1362,0,2341,2873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10579,-,-,-,-,-,-,-,-
20180605,-,-,-,6241,4770,4890,3492,1549,0,51,1442,0,2539,2780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9853,-,-,-,-,-,-,-,-
20180606,-,-,-,5413,9539,7917,5682,1332,0,0,1489,0,2016,2871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9473,-,-,-,-,-,-,-,-
20180607,-,-,-,5424,27348,18817,13850,1607,672,169,1257,0,2225,2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10743,-,-,-,-,-,-,-,-
20180608,-,-,-,6798,25006,16859,12758,1815,772,201,1485,0,2404,2690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11409,-,-,-,-,-,-,-,-
20180609,-,-,-,7860,31117,23364,17575,2903,4283,148,1574,0,2592,2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17682,-,-,-,-,-,-,-,-
20180610,-,-,-,6753,13007,10629,7820,1323,650,100,1743,0,2392,2721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12195,-,-,-,-,-,-,-,-
