計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電1,太陽光発電2,ＩＨ・キッチン,エアコン・リビング,エアコン・主寝室,リビング照明・電源・TV,未使用,台所冷蔵庫照明コンセント,洗濯機・洗面・玄関照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,18870,14396,10743,11818,2579,7885,0,1849,0,1691,4232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27035,-,-,-,-,-,-,-,-
20180102,-,-,-,19776,16741,13255,16408,4172,8567,0,2441,0,2359,4486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32698,-,-,-,-,-,-,-,-
20180103,-,-,-,14722,21605,13092,15928,1239,5628,0,1650,0,1706,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22137,-,-,-,-,-,-,-,-
20180104,-,-,-,16601,10049,9616,9367,2178,6885,0,2641,0,1686,4266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25535,-,-,-,-,-,-,-,-
20180105,-,-,-,18203,4416,5544,4733,1531,6225,0,1724,0,1894,4116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24064,-,-,-,-,-,-,-,-
20180106,-,-,-,13518,23218,13677,16364,1606,5000,0,1454,0,2062,4213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20341,-,-,-,-,-,-,-,-
20180107,-,-,-,19270,1134,4922,3782,2325,7972,0,1961,0,1559,4042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26840,-,-,-,-,-,-,-,-
20180108,-,-,-,17027,91,1532,1025,2182,3726,0,1629,0,2167,3850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19493,-,-,-,-,-,-,-,-
20180109,-,-,-,17815,8471,6918,6703,1920,5063,0,1599,0,1832,4113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22965,-,-,-,-,-,-,-,-
20180110,-,-,-,21450,7473,6327,6502,1936,7815,0,1519,0,1884,4103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26806,-,-,-,-,-,-,-,-
