計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,２階書斎１階座敷エアコン,1階200V,未使用,未使用,キッチンTVコンセント,2階寝室エアコン照明,未使用,仏間玄関冷蔵庫照明,キッチンエアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,11557,0,0,0,0,0,5092,4986,0,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11557,-,-,-,-,-,-,-,-
20171102,-,-,-,12061,0,0,0,0,0,6172,4058,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12061,-,-,-,-,-,-,-,-
20171103,-,-,-,12824,0,0,0,0,0,5345,3123,0,4019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12824,-,-,-,-,-,-,-,-
20171104,-,-,-,23013,0,0,0,0,0,7145,4596,0,7544,3344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23013,-,-,-,-,-,-,-,-
20171105,-,-,-,16381,0,529,0,0,0,4481,8320,0,1567,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16381,-,-,-,-,-,-,-,-
20171106,-,-,-,15467,0,0,0,0,0,5285,6834,0,1233,1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15467,-,-,-,-,-,-,-,-
20171107,-,-,-,8952,0,0,0,0,0,4987,2499,0,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8952,-,-,-,-,-,-,-,-
20171108,-,-,-,13220,0,0,0,0,0,5154,4791,0,2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13220,-,-,-,-,-,-,-,-
20171109,-,-,-,12212,0,0,0,0,0,4500,6175,0,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12212,-,-,-,-,-,-,-,-
20171110,-,-,-,9897,0,0,0,0,0,4320,4167,0,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9897,-,-,-,-,-,-,-,-
