計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,２階書斎１階座敷エアコン,1階200V,未使用,未使用,キッチンTVコンセント,2階寝室エアコン照明,未使用,仏間玄関冷蔵庫照明,キッチンエアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,20520,0,0,0,0,0,4751,12978,0,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20520,-,-,-,-,-,-,-,-
20171202,-,-,-,20751,0,0,0,0,0,4713,13221,0,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20751,-,-,-,-,-,-,-,-
20171203,-,-,-,16417,0,0,0,0,0,5332,8676,0,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16417,-,-,-,-,-,-,-,-
20171204,-,-,-,25686,0,0,0,0,0,4793,13198,0,5737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25686,-,-,-,-,-,-,-,-
20171205,-,-,-,24511,0,0,0,0,0,4980,12155,0,5696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24511,-,-,-,-,-,-,-,-
20171206,-,-,-,22126,0,0,0,0,0,5136,14202,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22126,-,-,-,-,-,-,-,-
20171207,-,-,-,17580,0,0,0,0,0,5195,8480,0,1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17580,-,-,-,-,-,-,-,-
20171208,-,-,-,18944,0,0,0,0,0,5602,5319,0,5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18944,-,-,-,-,-,-,-,-
20171209,-,-,-,16194,0,0,0,0,0,5505,6446,0,2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16194,-,-,-,-,-,-,-,-
20171210,-,-,-,22197,0,0,0,0,0,5600,8134,0,6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22197,-,-,-,-,-,-,-,-
20171211,-,-,-,18231,0,0,0,0,0,5724,4557,0,5952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18231,-,-,-,-,-,-,-,-
20171212,-,-,-,17442,0,0,0,0,0,5461,4887,0,5242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17442,-,-,-,-,-,-,-,-
20171213,-,-,-,12478,0,0,0,0,0,5186,4941,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12478,-,-,-,-,-,-,-,-
20171214,-,-,-,13223,0,0,0,0,0,5711,4987,0,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13223,-,-,-,-,-,-,-,-
20171215,-,-,-,14207,0,0,0,0,0,5937,5705,0,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14207,-,-,-,-,-,-,-,-
20171216,-,-,-,21404,0,0,0,0,0,5726,7857,0,6284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21404,-,-,-,-,-,-,-,-
20171217,-,-,-,19585,0,0,0,0,0,6041,5861,0,6148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19585,-,-,-,-,-,-,-,-
20171218,-,-,-,16504,0,0,0,0,0,5881,4532,0,5710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16504,-,-,-,-,-,-,-,-
20171219,-,-,-,10683,0,0,0,0,0,5142,3118,0,2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10683,-,-,-,-,-,-,-,-
20171220,-,-,-,10305,0,0,0,0,0,5807,3370,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10305,-,-,-,-,-,-,-,-
20171221,-,-,-,10421,0,0,0,0,0,5705,3544,0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10421,-,-,-,-,-,-,-,-
20171222,-,-,-,13636,0,0,0,0,0,5507,6840,0,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13636,-,-,-,-,-,-,-,-
20171223,-,-,-,19259,0,0,0,0,0,5545,12516,0,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19259,-,-,-,-,-,-,-,-
20171224,-,-,-,20571,0,0,0,0,0,5628,6786,0,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20571,-,-,-,-,-,-,-,-
20171225,-,-,-,16340,0,0,0,0,0,5873,9321,0,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16340,-,-,-,-,-,-,-,-
20171226,-,-,-,17438,0,0,0,0,0,5610,7040,0,4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17438,-,-,-,-,-,-,-,-
20171227,-,-,-,14150,0,0,0,0,0,4916,8198,0,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14150,-,-,-,-,-,-,-,-
20171228,-,-,-,17034,0,0,0,0,0,5322,7922,0,3421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17034,-,-,-,-,-,-,-,-
20171229,-,-,-,18797,0,0,0,0,0,5940,9093,0,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18797,-,-,-,-,-,-,-,-
20171230,-,-,-,13657,0,0,0,0,0,5539,6818,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13657,-,-,-,-,-,-,-,-
20171231,-,-,-,17828,0,0,0,0,0,5481,8290,0,3585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17828,-,-,-,-,-,-,-,-
