計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC・200V,IHヒーター・200V,エコキュート,主寝室AC,冷蔵庫,リビング照明・TV,未使用,洗濯機,2F洋室・電灯コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,29539,0,0,309,17552,0,2041,5970,0,373,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29539,-,-,-,-,-,-,-,-
20180102,-,-,-,31816,0,0,2581,13884,0,3268,7560,0,371,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31816,-,-,-,-,-,-,-,-
20180103,-,-,-,29530,0,428,1505,15951,0,2268,5133,0,381,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29530,-,-,-,-,-,-,-,-
20180104,-,-,-,31944,0,272,1001,15447,0,2325,6168,0,437,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31944,-,-,-,-,-,-,-,-
20180105,-,-,-,28194,0,683,488,13766,0,2712,6887,0,297,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28194,-,-,-,-,-,-,-,-
20180106,-,-,-,27185,0,0,485,13394,0,3310,5673,0,467,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27185,-,-,-,-,-,-,-,-
20180107,-,-,-,27558,0,509,1360,9340,0,4090,6873,0,449,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27558,-,-,-,-,-,-,-,-
20180108,-,-,-,30326,0,0,2461,14041,0,4153,5547,0,396,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30326,-,-,-,-,-,-,-,-
20180109,-,-,-,23295,0,0,1857,9996,0,2411,4843,0,523,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23295,-,-,-,-,-,-,-,-
20180110,-,-,-,36085,0,1330,1022,18292,0,3437,5144,0,391,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36085,-,-,-,-,-,-,-,-
20180111,-,-,-,35223,0,0,1616,12118,0,2906,4708,0,433,3464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35223,-,-,-,-,-,-,-,-
20180112,-,-,-,39815,0,0,845,17743,0,3019,6371,0,369,4212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39815,-,-,-,-,-,-,-,-
20180113,-,-,-,42329,0,0,2523,18012,0,2419,6457,0,343,4724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42329,-,-,-,-,-,-,-,-
20180114,-,-,-,41376,0,0,906,17922,0,2667,7585,0,196,4793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41376,-,-,-,-,-,-,-,-
20180115,-,-,-,34534,0,1868,1727,14478,3081,2559,6374,0,498,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34534,-,-,-,-,-,-,-,-
20180116,-,-,-,21150,0,0,1712,7618,0,3378,4953,0,419,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21150,-,-,-,-,-,-,-,-
20180117,-,-,-,28412,0,0,1339,14466,0,3022,6255,0,508,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28412,-,-,-,-,-,-,-,-
20180118,-,-,-,23904,0,0,1318,10825,0,2889,4828,0,494,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23904,-,-,-,-,-,-,-,-
20180119,-,-,-,21117,0,0,729,6899,1757,2532,5368,0,689,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21117,-,-,-,-,-,-,-,-
20180120,-,-,-,23474,0,0,450,10290,0,2904,6366,0,384,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23474,-,-,-,-,-,-,-,-
20180121,-,-,-,36892,0,0,2112,20461,0,2931,6456,0,422,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36892,-,-,-,-,-,-,-,-
20180122,-,-,-,28291,0,0,2307,11988,0,3129,6003,0,408,1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28291,-,-,-,-,-,-,-,-
20180123,-,-,-,30623,0,0,589,15624,0,2620,6729,0,359,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30623,-,-,-,-,-,-,-,-
20180124,-,-,-,34463,0,2591,2095,16489,0,2977,6052,0,464,1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34463,-,-,-,-,-,-,-,-
20180125,-,-,-,30414,0,3290,953,13813,0,2701,5115,0,575,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30414,-,-,-,-,-,-,-,-
20180126,-,-,-,31789,0,4404,1013,13463,0,3066,5479,0,315,1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31789,-,-,-,-,-,-,-,-
20180127,-,-,-,37119,0,7966,572,12147,0,3014,6542,0,392,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37119,-,-,-,-,-,-,-,-
20180128,-,-,-,29953,0,0,1538,13629,0,2904,5695,0,445,1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29953,-,-,-,-,-,-,-,-
20180129,-,-,-,39329,0,7909,1507,15149,0,2749,5496,0,333,2702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39329,-,-,-,-,-,-,-,-
20180130,-,-,-,32584,0,2704,1312,13864,0,3397,6216,0,372,1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32584,-,-,-,-,-,-,-,-
20180131,-,-,-,33191,0,1826,1436,16433,0,2736,6883,0,361,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33191,-,-,-,-,-,-,-,-
