計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,2Fエアコン,ＩＨ・キッチン,照明・冷蔵庫・洗濯機,リビング・エアコン,食器洗乾燥機・リビング,電子レンジ・リビング,未使用,浴室乾燥機,エアコン・主寝室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,9424,0,0,160,6544,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9424,-,-,-,-,-,-,-,-
20180402,-,-,-,12620,0,0,1890,8106,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12620,-,-,-,-,-,-,-,-
20180403,-,-,-,8750,0,0,61,6660,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8750,-,-,-,-,-,-,-,-
20180404,-,-,-,9840,0,0,9,7450,0,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9840,-,-,-,-,-,-,-,-
20180405,-,-,-,10947,0,0,435,7704,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10947,-,-,-,-,-,-,-,-
20180406,-,-,-,10784,0,0,1042,7620,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10784,-,-,-,-,-,-,-,-
20180407,-,-,-,16292,0,0,533,13352,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16292,-,-,-,-,-,-,-,-
20180408,-,-,-,12779,0,0,296,10346,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12779,-,-,-,-,-,-,-,-
20180409,-,-,-,12753,0,0,609,9826,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12753,-,-,-,-,-,-,-,-
20180410,-,-,-,10423,0,0,1397,6903,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10423,-,-,-,-,-,-,-,-
20180411,-,-,-,10270,0,0,497,7495,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10270,-,-,-,-,-,-,-,-
20180412,-,-,-,8475,0,0,117,6442,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8475,-,-,-,-,-,-,-,-
20180413,-,-,-,8970,0,0,310,6656,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8970,-,-,-,-,-,-,-,-
20180414,-,-,-,13329,0,0,713,10187,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13329,-,-,-,-,-,-,-,-
20180415,-,-,-,10362,0,0,777,7355,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10362,-,-,-,-,-,-,-,-
20180416,-,-,-,10085,0,0,837,7032,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10085,-,-,-,-,-,-,-,-
20180417,-,-,-,8833,0,0,193,6528,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8833,-,-,-,-,-,-,-,-
20180418,-,-,-,10228,0,0,795,7355,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10228,-,-,-,-,-,-,-,-
20180419,-,-,-,8402,0,0,18,6535,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8402,-,-,-,-,-,-,-,-
20180420,-,-,-,9386,0,0,373,6869,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9386,-,-,-,-,-,-,-,-
20180421,-,-,-,8938,0,0,257,6615,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8938,-,-,-,-,-,-,-,-
20180422,-,-,-,9782,0,0,301,7394,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9782,-,-,-,-,-,-,-,-
20180423,-,-,-,9726,0,0,276,7265,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9726,-,-,-,-,-,-,-,-
20180424,-,-,-,9277,0,0,151,6958,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9277,-,-,-,-,-,-,-,-
