計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,電子レンジ,和室クーラー,2階クーラー,洋室クーラー,2階電灯コンセント,キッチン冷蔵庫,未使用,洋室照明,電子レンジ予備用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,20505,0,903,3517,0,0,105,3561,0,10307,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20505,-,-,-,-,-,-,-,-
20180102,-,-,-,11711,0,425,0,0,0,19,1937,0,7407,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11711,-,-,-,-,-,-,-,-
20180103,-,-,-,10907,0,361,0,0,0,20,1918,0,6570,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10907,-,-,-,-,-,-,-,-
20180104,-,-,-,8527,0,367,0,0,0,5,1656,0,4466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8527,-,-,-,-,-,-,-,-
20180105,-,-,-,10105,0,541,0,0,0,14,2116,0,5405,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10105,-,-,-,-,-,-,-,-
20180106,-,-,-,10003,0,300,0,0,0,450,2227,0,4629,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10003,-,-,-,-,-,-,-,-
20180107,-,-,-,9339,0,198,0,0,0,49,2243,0,4778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9339,-,-,-,-,-,-,-,-
20180108,-,-,-,10397,0,369,0,0,0,12,1721,0,6201,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10397,-,-,-,-,-,-,-,-
20180109,-,-,-,7962,0,227,0,0,0,24,1770,0,3679,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7962,-,-,-,-,-,-,-,-
20180110,-,-,-,8859,0,310,0,0,0,1,1338,0,5052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8859,-,-,-,-,-,-,-,-
20180111,-,-,-,9859,0,365,0,0,0,57,1961,0,5337,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9859,-,-,-,-,-,-,-,-
20180112,-,-,-,12717,0,544,0,0,0,165,2253,0,7850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12717,-,-,-,-,-,-,-,-
20180113,-,-,-,7921,0,347,0,0,0,104,1731,0,3656,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7921,-,-,-,-,-,-,-,-
20180114,-,-,-,9881,0,413,0,0,0,55,1860,0,5591,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9881,-,-,-,-,-,-,-,-
20180115,-,-,-,10413,0,447,0,0,0,115,2196,0,5728,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10413,-,-,-,-,-,-,-,-
20180116,-,-,-,8911,0,284,0,0,0,85,2123,0,4335,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8911,-,-,-,-,-,-,-,-
20180117,-,-,-,10844,0,394,0,0,0,140,2242,0,5912,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10844,-,-,-,-,-,-,-,-
20180118,-,-,-,8830,0,340,0,0,0,69,1702,0,4550,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8830,-,-,-,-,-,-,-,-
20180119,-,-,-,11259,0,301,0,0,0,293,2105,0,6117,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11259,-,-,-,-,-,-,-,-
20180120,-,-,-,9609,0,556,0,0,0,115,1887,0,5081,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9609,-,-,-,-,-,-,-,-
20180121,-,-,-,9334,0,390,0,0,0,52,1723,0,5221,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9334,-,-,-,-,-,-,-,-
20180122,-,-,-,9986,0,413,0,0,0,22,2181,0,5421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9986,-,-,-,-,-,-,-,-
20180123,-,-,-,8870,0,371,0,0,0,15,1914,0,4378,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8870,-,-,-,-,-,-,-,-
20180124,-,-,-,10045,0,347,0,0,0,9,1833,0,5917,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10045,-,-,-,-,-,-,-,-
20180125,-,-,-,10044,0,359,0,0,0,7,1943,0,5798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10044,-,-,-,-,-,-,-,-
20180126,-,-,-,10669,0,354,0,0,0,12,1816,0,6649,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10669,-,-,-,-,-,-,-,-
20180127,-,-,-,5006,0,166,0,0,0,32,1393,0,1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5006,-,-,-,-,-,-,-,-
20180128,-,-,-,10557,0,517,0,0,0,34,1811,0,6465,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10557,-,-,-,-,-,-,-,-
20180129,-,-,-,11209,0,329,0,0,0,144,2252,0,5790,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11209,-,-,-,-,-,-,-,-
20180130,-,-,-,11428,0,362,0,0,0,83,2014,0,7152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11428,-,-,-,-,-,-,-,-
20180131,-,-,-,6254,0,315,0,0,0,58,1525,0,2271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6254,-,-,-,-,-,-,-,-
