計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,電子レンジ,和室クーラー,2階クーラー,洋室クーラー,2階電灯コンセント,キッチン冷蔵庫,未使用,洋室照明,電子レンジ予備用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,7500,0,159,0,0,0,200,2629,0,2280,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,-,-,-,-,-,-,-,-
20180502,-,-,-,8251,0,452,0,0,0,102,2519,0,2605,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8251,-,-,-,-,-,-,-,-
20180503,-,-,-,8333,0,380,0,0,0,127,2557,0,2806,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8333,-,-,-,-,-,-,-,-
20180504,-,-,-,11684,0,525,0,0,0,142,2862,0,5794,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11684,-,-,-,-,-,-,-,-
20180505,-,-,-,7473,0,238,0,0,0,144,2286,0,2280,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7473,-,-,-,-,-,-,-,-
20180506,-,-,-,6760,0,460,0,0,0,130,1993,0,1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6760,-,-,-,-,-,-,-,-
20180507,-,-,-,7819,0,197,0,0,0,30,2499,0,2914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7819,-,-,-,-,-,-,-,-
20180508,-,-,-,8072,0,405,0,0,0,249,2143,0,2820,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8072,-,-,-,-,-,-,-,-
20180509,-,-,-,7486,0,281,0,0,0,398,1982,0,2512,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7486,-,-,-,-,-,-,-,-
20180510,-,-,-,6420,0,236,0,0,0,57,1670,0,2228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6420,-,-,-,-,-,-,-,-
20180511,-,-,-,6434,0,158,0,0,0,72,2104,0,1744,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6434,-,-,-,-,-,-,-,-
20180512,-,-,-,7764,0,127,0,0,0,349,2501,0,2560,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7764,-,-,-,-,-,-,-,-
20180513,-,-,-,7380,0,488,0,0,0,59,1949,0,2736,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7380,-,-,-,-,-,-,-,-
20180514,-,-,-,6751,0,174,0,0,0,6,2063,0,2166,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6751,-,-,-,-,-,-,-,-
20180515,-,-,-,7523,0,128,0,0,0,11,2334,0,2722,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7523,-,-,-,-,-,-,-,-
20180516,-,-,-,7848,0,158,0,0,0,75,2709,0,2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7848,-,-,-,-,-,-,-,-
20180517,-,-,-,7621,0,189,0,0,0,89,2620,0,2582,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7621,-,-,-,-,-,-,-,-
20180518,-,-,-,8194,0,180,0,0,0,519,3484,0,1477,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8194,-,-,-,-,-,-,-,-
20180519,-,-,-,7516,0,240,0,0,0,151,2529,0,2008,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7516,-,-,-,-,-,-,-,-
20180520,-,-,-,7096,0,235,0,0,0,87,2173,0,2341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7096,-,-,-,-,-,-,-,-
20180521,-,-,-,7100,0,123,0,0,0,43,2327,0,2299,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7100,-,-,-,-,-,-,-,-
20180522,-,-,-,6848,0,93,0,0,0,169,2152,0,2246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6848,-,-,-,-,-,-,-,-
20180523,-,-,-,8347,0,342,0,0,0,129,2985,0,2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8347,-,-,-,-,-,-,-,-
20180524,-,-,-,5824,0,120,0,0,0,374,1791,0,1093,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5824,-,-,-,-,-,-,-,-
20180525,-,-,-,7017,0,83,0,0,0,174,2164,0,2066,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7017,-,-,-,-,-,-,-,-
20180526,-,-,-,5937,0,126,0,0,0,448,1817,0,1155,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5937,-,-,-,-,-,-,-,-
20180527,-,-,-,7172,0,273,0,0,0,173,1883,0,2383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7172,-,-,-,-,-,-,-,-
20180528,-,-,-,7017,0,130,0,0,0,201,2197,0,2316,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7017,-,-,-,-,-,-,-,-
