計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IH,洋間・エアコン200V,エコキュート,不明,不明,不明,未使用,不明,LDK・エアコン100V,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,43203,0,916,0,13943,0,11,644,0,1497,9147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43203,-,-,-,-,-,-,-,-
20180102,-,-,-,33451,0,1227,1506,2250,0,265,177,0,2202,13378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33451,-,-,-,-,-,-,-,-
20180103,-,-,-,33466,0,252,376,7614,0,376,174,0,1770,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33466,-,-,-,-,-,-,-,-
20180104,-,-,-,34873,0,0,2109,8488,0,227,225,0,1720,10855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34873,-,-,-,-,-,-,-,-
20180105,-,-,-,34350,0,232,2690,1572,0,293,164,0,1601,15589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34350,-,-,0,-,-,-,-,-
20180106,-,-,-,28042,0,161,0,2232,142,247,66,0,1819,11988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28042,-,-,297,-,-,-,-,-
20180107,-,-,-,38336,0,616,1957,8149,0,274,336,0,1766,10165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38336,-,-,377,-,-,-,-,-
20180108,-,-,-,32081,0,331,1318,4711,0,109,422,0,1786,8488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32081,-,-,347,-,-,-,-,-
20180109,-,-,-,37309,0,1343,0,4767,1,1,494,0,1591,13320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37309,-,-,381,-,-,-,-,-
20180110,-,-,-,41719,0,1127,938,7708,0,219,427,0,1835,14341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41719,-,-,415,-,-,-,-,-
20180111,-,-,-,36536,0,357,1873,9200,0,290,47,0,1803,12715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36536,-,-,271,-,-,-,-,-
20180112,-,-,-,36356,0,0,1419,6388,0,195,61,0,1660,16768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36356,-,-,339,-,-,-,-,-
20180113,-,-,-,49607,0,1625,0,25242,0,18,54,0,2013,11136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49607,-,-,302,-,-,-,-,-
20180114,-,-,-,51595,0,968,0,13506,0,192,623,0,2014,14074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51595,-,-,574,-,-,-,-,-
20180115,-,-,-,43687,0,1301,0,13167,135,1,653,0,2066,12232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43687,-,-,453,-,-,-,-,-
20180116,-,-,-,28960,0,1818,0,3566,0,2,631,0,2096,5356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28960,-,-,437,-,-,-,-,-
20180117,-,-,-,24654,0,246,0,6738,108,5,674,0,1780,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24654,-,-,366,-,-,-,-,-
20180118,-,-,-,20624,0,664,0,5366,0,1,34,0,1946,2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20624,-,-,260,-,-,-,-,-
20180119,-,-,-,24424,0,0,0,5631,0,122,995,0,1721,6713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24424,-,-,235,-,-,-,-,-
20180120,-,-,-,32940,0,2090,2189,6066,84,269,566,0,1775,7477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32940,-,-,660,-,-,-,-,-
20180121,-,-,-,45953,0,1530,404,11702,0,647,630,0,1979,11369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45953,-,-,545,-,-,-,-,-
20180122,-,-,-,35859,0,1464,0,8773,0,205,761,0,1822,8522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35859,-,-,381,-,-,-,-,-
20180123,-,-,-,39363,0,1261,0,10643,0,133,729,0,1812,11176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39363,-,-,375,-,-,-,-,-
20180124,-,-,-,35157,0,344,0,6324,38,124,249,0,1997,12479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35157,-,-,285,-,-,-,-,-
20180125,-,-,-,37109,0,145,2110,8371,0,279,29,0,1976,12216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37109,-,-,265,-,-,-,-,-
20180126,-,-,-,32481,0,0,1199,7205,1,499,45,0,1571,11614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32481,-,-,271,-,-,-,-,-
20180127,-,-,-,50825,0,2291,2634,10012,1,640,352,0,1948,16695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50825,-,-,679,-,-,-,-,-
20180128,-,-,-,48935,0,1956,1152,13651,0,973,207,0,2423,13443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48935,-,-,623,-,-,-,-,-
20180129,-,-,-,47720,0,1954,0,14318,0,125,137,0,1900,11618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47720,-,-,429,-,-,-,-,-
