計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IH,洋間・エアコン200V,エコキュート,不明,不明,不明,未使用,不明,LDK・エアコン100V,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,16661,0,1918,0,2705,0,282,89,0,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16661,-,-,318,-,-,-,-,-
20180602,-,-,-,19575,0,1657,0,2768,0,34,26,0,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19575,-,-,348,-,-,-,-,-
20180603,-,-,-,20635,0,2828,0,2633,0,185,52,0,2146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20635,-,-,481,-,-,-,-,-
20180604,-,-,-,14356,0,0,0,3357,0,133,17,0,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14356,-,-,229,-,-,-,-,-
20180605,-,-,-,13795,0,609,0,1651,2,388,12,0,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13795,-,-,251,-,-,-,-,-
20180606,-,-,-,16182,0,1188,0,2322,0,353,8,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16182,-,-,260,-,-,-,-,-
20180607,-,-,-,18760,0,2011,0,2673,2,166,115,0,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18760,-,-,315,-,-,-,-,-
20180608,-,-,-,17761,0,954,0,1850,1,135,378,0,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17761,-,-,260,-,-,-,-,-
20180609,-,-,-,20116,0,1618,0,2165,0,737,202,0,1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20116,-,-,471,-,-,-,-,-
20180610,-,-,-,20130,0,1928,0,2994,1,613,309,0,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20130,-,-,462,-,-,-,-,-
20180611,-,-,-,15043,0,290,0,2523,0,303,68,0,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15043,-,-,251,-,-,-,-,-
20180612,-,-,-,13792,0,0,0,2007,0,191,11,0,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13792,-,-,206,-,-,-,-,-
20180613,-,-,-,16296,0,1978,0,2246,2,77,449,0,1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16296,-,-,290,-,-,-,-,-
20180614,-,-,-,16510,0,2053,0,2580,0,37,493,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16510,-,-,346,-,-,-,-,-
20180615,-,-,-,16021,0,1341,0,2624,1,180,461,0,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16021,-,-,280,-,-,-,-,-
20180616,-,-,-,17210,0,1045,0,2156,0,271,535,0,1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17210,-,-,490,-,-,-,-,-
20180617,-,-,-,16612,0,383,0,3486,0,139,43,0,1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16612,-,-,347,-,-,-,-,-
20180618,-,-,-,15099,0,177,0,2134,84,85,7,0,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15099,-,-,196,-,-,-,-,-
20180619,-,-,-,14384,0,0,0,1604,0,634,1,0,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14384,-,-,214,-,-,-,-,-
20180620,-,-,-,17066,0,1149,0,2059,0,129,94,0,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17066,-,-,263,-,-,-,-,-
20180621,-,-,-,18261,0,1821,0,2020,8,88,98,0,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18261,-,-,273,-,-,-,-,-
20180622,-,-,-,18388,0,1544,0,2130,0,310,179,0,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18388,-,-,252,-,-,-,-,-
