計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,主寝室AC,冷蔵庫,リビングTV,リビング照明,食洗機,洗濯機,未使用,電子レンジ,洋室AC,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,36380,0,1025,1083,1970,3270,2423,11282,0,156,1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36380,-,-,-,-,-,-,-,-
20171202,-,-,-,38352,0,1415,1117,3427,3315,2546,11138,0,146,1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38352,-,-,-,-,-,-,-,-
20171203,-,-,-,20700,0,56,1257,1954,3536,2524,204,0,261,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20700,-,-,-,-,-,-,-,-
20171204,-,-,-,39890,0,1014,1045,1943,2726,2528,11579,0,167,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39890,-,-,-,-,-,-,-,-
20171205,-,-,-,39275,0,1379,1106,2844,2762,2490,11471,0,93,4064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39275,-,-,-,-,-,-,-,-
20171206,-,-,-,37510,0,1102,1028,2139,3036,2545,10796,0,196,3210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37510,-,-,-,-,-,-,-,-
20171207,-,-,-,48633,0,1033,1175,2589,3526,2791,12399,0,191,3378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48633,-,-,-,-,-,-,-,-
20171208,-,-,-,46191,0,1547,1126,2599,3163,2605,12636,0,169,2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46191,-,-,-,-,-,-,-,-
20171209,-,-,-,44611,0,1004,994,2991,3551,2536,11400,0,293,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44611,-,-,-,-,-,-,-,-
20171210,-,-,-,43898,0,1683,1355,3127,4237,1927,10583,0,253,2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43898,-,-,-,-,-,-,-,-
