計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,1F照明,リビング照明,主寝室エアコン,リビングエアコン,冷蔵庫・洗濯機,リビングTV・電子レンジ,未使用,ユニットバス,１Ｆトイレ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,7269,0,378,13,0,0,2277,2602,0,71,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7269,-,-,-,-,-,-,-,-
20171102,-,-,-,8147,0,445,33,0,0,2545,2843,0,162,1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8147,-,-,-,-,-,-,-,-
20171103,-,-,-,7169,0,368,19,0,0,2601,2199,0,40,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7169,-,-,-,-,-,-,-,-
20171104,-,-,-,7128,0,465,32,0,0,2397,2346,0,86,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7128,-,-,-,-,-,-,-,-
20171105,-,-,-,8556,0,414,27,0,894,1957,2456,0,98,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8556,-,-,-,-,-,-,-,-
20171106,-,-,-,10617,0,657,427,0,910,2203,3553,0,45,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10617,-,-,-,-,-,-,-,-
20171107,-,-,-,7756,0,288,45,0,0,2419,2791,0,51,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7756,-,-,-,-,-,-,-,-
20171108,-,-,-,8665,0,489,3,0,0,2554,3352,0,74,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8665,-,-,-,-,-,-,-,-
20171109,-,-,-,7812,0,413,22,0,0,2608,2858,0,79,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7812,-,-,-,-,-,-,-,-
20171110,-,-,-,8402,0,512,13,0,287,2584,2687,0,50,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8402,-,-,-,-,-,-,-,-
20171111,-,-,-,7696,0,606,114,0,0,2580,2374,0,51,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7696,-,-,-,-,-,-,-,-
20171112,-,-,-,8310,0,341,12,0,690,2123,2575,0,53,1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8310,-,-,-,-,-,-,-,-
20171113,-,-,-,8118,0,305,12,0,426,2156,2798,0,68,1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8118,-,-,-,-,-,-,-,-
20171114,-,-,-,8742,0,883,18,0,116,2509,2993,0,79,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8742,-,-,-,-,-,-,-,-
20171115,-,-,-,8296,0,299,25,0,204,2325,3038,0,52,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8296,-,-,-,-,-,-,-,-
