計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電,ＩＨ・キッチン,エコキュート,エアコン・リビング,エアコン・主寝室,キッチン・冷蔵庫,未使用,照明・リビング,食器洗乾燥機・キッチン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,13879,17040,21508,1670,5863,0,0,2350,0,1602,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18347,-,-,-,-,-,-,-,-
20171102,-,-,-,9317,13151,16858,1433,1592,0,0,1836,0,1704,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13024,-,-,-,-,-,-,-,-
20171103,-,-,-,12319,13201,16857,1707,3300,0,0,2262,0,2268,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15975,-,-,-,-,-,-,-,-
20171104,-,-,-,10469,14619,18368,680,3919,0,0,1776,0,2291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14218,-,-,-,-,-,-,-,-
20171105,-,-,-,10471,17120,21898,1720,3118,0,0,1702,0,2496,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15249,-,-,-,-,-,-,-,-
20171106,-,-,-,10128,18272,21073,1086,3506,0,0,1673,0,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12929,-,-,-,-,-,-,-,-
20171107,-,-,-,11332,4861,7221,1377,2583,0,0,2001,0,1515,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13692,-,-,-,-,-,-,-,-
20171108,-,-,-,11072,1611,4204,1388,2902,0,0,2483,0,1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13665,-,-,-,-,-,-,-,-
20171109,-,-,-,10543,15765,18850,1862,2652,0,0,1883,0,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13628,-,-,-,-,-,-,-,-
20171110,-,-,-,11947,14013,17015,1658,3567,0,0,2007,0,1751,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14949,-,-,-,-,-,-,-,-
20171111,-,-,-,11152,16917,20744,770,3766,0,0,1767,0,2159,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14979,-,-,-,-,-,-,-,-
20171112,-,-,-,9191,15578,18466,303,3506,0,0,1329,0,1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12079,-,-,-,-,-,-,-,-
20171113,-,-,-,12477,6491,8496,1571,3500,0,0,1565,0,1651,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14482,-,-,-,-,-,-,-,-
20171114,-,-,-,12753,8263,10872,1862,3003,0,0,2004,0,1554,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15362,-,-,-,-,-,-,-,-
20171115,-,-,-,10660,16113,20371,1507,4000,0,0,1643,0,1788,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14918,-,-,-,-,-,-,-,-
20171116,-,-,-,10695,14143,17148,728,3842,0,0,1616,0,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13700,-,-,-,-,-,-,-,-
20171117,-,-,-,22190,629,3207,1979,10064,2040,0,2121,0,2005,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24768,-,-,-,-,-,-,-,-
20171118,-,-,-,12569,5179,8855,1502,1297,1368,0,2098,0,2702,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16245,-,-,-,-,-,-,-,-
20171119,-,-,-,16350,12350,17483,2623,4215,2902,0,1877,0,2300,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21483,-,-,-,-,-,-,-,-
20171120,-,-,-,17389,10451,13583,1746,5035,1760,0,1584,0,1947,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20521,-,-,-,-,-,-,-,-
20171121,-,-,-,19243,16159,18947,2038,6684,1998,0,1391,0,1783,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22031,-,-,-,-,-,-,-,-
20171122,-,-,-,19467,1088,2836,1772,6102,2088,0,1471,0,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21215,-,-,-,-,-,-,-,-
20171123,-,-,-,15686,13143,18491,1263,4545,2565,0,1944,0,2204,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21034,-,-,-,-,-,-,-,-
20171124,-,-,-,18673,5200,8386,2044,6046,1478,0,1972,0,1541,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21859,-,-,-,-,-,-,-,-
20171125,-,-,-,18606,1525,6195,2018,5711,3285,0,1712,0,2335,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23276,-,-,-,-,-,-,-,-
20171126,-,-,-,18347,9,1260,899,4991,2507,0,1569,0,2842,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19598,-,-,-,-,-,-,-,-
20171127,-,-,-,14663,13702,16891,1449,4258,801,0,2079,0,1631,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17852,-,-,-,-,-,-,-,-
20171128,-,-,-,14591,15094,17646,1690,5073,561,0,1605,0,1777,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17143,-,-,-,-,-,-,-,-
20171129,-,-,-,14648,154,1774,1748,3525,464,0,1890,0,1527,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16268,-,-,-,-,-,-,-,-
20171130,-,-,-,15211,1661,3604,1862,4447,1059,0,1616,0,1622,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17154,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
