計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電,ＩＨ・キッチン,エコキュート,エアコン・リビング,エアコン・主寝室,キッチン・冷蔵庫,未使用,照明・リビング,食器洗乾燥機・キッチン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,17724,11366,14451,1156,4421,2157,0,1891,0,1815,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20809,-,-,-,-,-,-,-,-
20171202,-,-,-,19272,12098,18490,1156,6927,4161,1107,2077,0,2615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25664,-,-,-,-,-,-,-,-
20171203,-,-,-,21640,14892,20507,2343,9319,2115,1691,1948,0,2749,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27255,-,-,-,-,-,-,-,-
20171204,-,-,-,18777,5746,9290,2348,3980,2458,1885,1753,0,1792,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22321,-,-,-,-,-,-,-,-
20171205,-,-,-,21040,11399,16871,2053,6138,3336,2026,1941,0,1836,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26512,-,-,-,-,-,-,-,-
20171206,-,-,-,24153,10873,16116,1726,7410,3524,3002,1888,0,1995,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29396,-,-,-,-,-,-,-,-
20171207,-,-,-,24567,6870,10784,2989,7049,3615,2228,2145,0,1926,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28481,-,-,-,-,-,-,-,-
20171208,-,-,-,23427,7288,12409,2293,7507,3349,2328,1829,0,1926,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28548,-,-,-,-,-,-,-,-
20171209,-,-,-,26200,9772,12019,1031,5911,3520,2739,2883,0,1998,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28447,-,-,-,-,-,-,-,-
20171210,-,-,-,26586,39,2637,1104,6135,3952,2427,2057,0,2716,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29184,-,-,-,-,-,-,-,-
20171211,-,-,-,23880,4941,10424,1987,7092,4211,2222,2252,0,1901,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29363,-,-,-,-,-,-,-,-
20171212,-,-,-,28289,2282,7274,2586,7833,5276,3006,1907,0,1914,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33281,-,-,-,-,-,-,-,-
20171213,-,-,-,26263,10963,18457,2189,8060,5011,3494,1740,0,1902,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33757,-,-,-,-,-,-,-,-
20171214,-,-,-,26116,10344,15949,2003,7221,4232,3037,1947,0,1854,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31721,-,-,-,-,-,-,-,-
20171215,-,-,-,22195,9595,16032,2989,6296,3592,2151,1672,0,2102,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28632,-,-,-,-,-,-,-,-
20171216,-,-,-,26703,0,1087,1329,8348,3481,1519,1763,0,2544,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27790,-,-,-,-,-,-,-,-
