計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,IHヒーター,電気温水器,寝室AC,キッチン電灯・冷蔵庫,リビング電灯・TV,未使用,食洗機,洗濯機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,37874,0,2697,691,21343,0,4467,2824,0,78,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37874,-,-,-,-,-,-,-,-
20171202,-,-,-,39673,0,3699,0,20912,0,2820,5255,0,430,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39673,-,-,-,-,-,-,-,-
20171203,-,-,-,33352,0,1866,172,14262,0,3470,5855,0,924,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33352,-,-,-,-,-,-,-,-
20171204,-,-,-,38891,0,3408,532,20137,0,3990,4118,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38891,-,-,-,-,-,-,-,-
20171205,-,-,-,42472,0,5414,440,18929,0,4378,5566,0,935,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42472,-,-,-,-,-,-,-,-
20171206,-,-,-,38364,0,4051,329,21400,0,3402,2335,0,562,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38364,-,-,-,-,-,-,-,-
20171207,-,-,-,40019,0,3797,451,19083,0,3692,4373,0,373,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40019,-,-,-,-,-,-,-,-
20171208,-,-,-,40926,0,3856,0,22426,0,3411,3850,0,66,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40926,-,-,-,-,-,-,-,-
20171209,-,-,-,39136,0,5344,430,17809,0,2887,5442,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39136,-,-,-,-,-,-,-,-
20171210,-,-,-,34196,0,4239,283,14612,0,2887,4197,0,983,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34196,-,-,-,-,-,-,-,-
20171211,-,-,-,41515,0,3936,501,23037,0,3570,2859,0,339,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41515,-,-,-,-,-,-,-,-
20171212,-,-,-,42831,0,7168,895,18789,0,3421,5385,0,439,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42831,-,-,-,-,-,-,-,-
20171213,-,-,-,43428,0,5826,993,21480,0,3489,2448,0,464,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43428,-,-,-,-,-,-,-,-
20171214,-,-,-,41878,0,4096,450,23167,0,4187,3143,0,95,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41878,-,-,-,-,-,-,-,-
20171215,-,-,-,42995,0,4052,670,21219,0,3767,4825,0,460,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42995,-,-,-,-,-,-,-,-
20171216,-,-,-,42871,0,4165,1163,19559,0,4034,5719,0,934,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42871,-,-,-,-,-,-,-,-
20171217,-,-,-,44419,0,4761,844,23609,0,3725,3750,0,905,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44419,-,-,-,-,-,-,-,-
20171218,-,-,-,43321,0,4995,401,24237,0,3238,3260,0,95,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43321,-,-,-,-,-,-,-,-
20171219,-,-,-,40766,0,4371,381,21919,0,3156,2780,0,504,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40766,-,-,-,-,-,-,-,-
20171220,-,-,-,41562,0,5021,381,21527,0,3330,3349,0,870,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41562,-,-,-,-,-,-,-,-
20171221,-,-,-,43011,0,5078,506,24364,0,3552,2290,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43011,-,-,-,-,-,-,-,-
20171222,-,-,-,42474,0,5927,108,22467,0,2935,5114,0,457,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42474,-,-,-,-,-,-,-,-
20171223,-,-,-,42870,0,4995,0,20684,0,2963,5155,0,143,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42870,-,-,-,-,-,-,-,-
20171224,-,-,-,41081,0,3986,0,23355,0,2453,4145,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41081,-,-,-,-,-,-,-,-
20171225,-,-,-,30474,0,4565,562,11107,0,3547,3224,0,261,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30474,-,-,-,-,-,-,-,-
20171226,-,-,-,37979,0,4268,535,18696,0,3331,4078,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37979,-,-,-,-,-,-,-,-
20171227,-,-,-,41720,0,4382,628,19830,0,3317,5768,0,842,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41720,-,-,-,-,-,-,-,-
20171228,-,-,-,50096,0,7277,218,24444,0,3048,5625,0,127,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50096,-,-,-,-,-,-,-,-
