計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IHクッキングヒーター,電気オーブン・レンジ,エコキュート,居間エアコン,エアコン・北和室,キッチン電灯,未使用,リビング電灯,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,31978,0,3657,735,6703,232,0,2871,0,12946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31978,-,-,802,-,-,-,-,-
20180502,-,-,-,36583,0,1325,125,6765,0,0,3392,0,10710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36583,-,-,474,-,-,-,-,-
20180503,-,-,-,21339,0,1301,125,1959,0,0,3288,0,11172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21339,-,-,467,-,-,-,-,-
20180504,-,-,-,26105,0,1268,374,7695,0,0,2477,0,10615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26105,-,-,496,-,-,-,-,-
20180505,-,-,-,24195,0,857,166,5297,0,0,2467,0,10946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24195,-,-,534,-,-,-,-,-
20180506,-,-,-,34447,0,2629,0,4973,0,0,2892,0,12618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34447,-,-,489,-,-,-,-,-
20180507,-,-,-,35513,0,1355,248,3060,0,0,3107,0,12084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35513,-,-,670,-,-,-,-,-
20180508,-,-,-,36313,0,1525,506,5533,0,0,2715,0,11975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36313,-,-,551,-,-,-,-,-
20180509,-,-,-,26080,0,1766,64,4482,0,0,2487,0,12022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26080,-,-,715,-,-,-,-,-
20180510,-,-,-,26143,0,1676,57,6350,0,0,2505,0,11825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26143,-,-,714,-,-,-,-,-
20180511,-,-,-,24084,0,1666,352,5482,0,0,2678,0,9674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24084,-,-,468,-,-,-,-,-
20180512,-,-,-,26512,0,2974,125,4335,0,0,2769,0,11250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26512,-,-,834,-,-,-,-,-
20180513,-,-,-,35043,0,1951,185,5733,0,0,2913,0,10547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35043,-,-,623,-,-,-,-,-
20180514,-,-,-,29817,0,2367,318,5890,0,0,3025,0,11425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29817,-,-,817,-,-,-,-,-
20180515,-,-,-,25625,0,1521,149,4517,0,0,2965,0,11627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25625,-,-,555,-,-,-,-,-
