計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチン・冷蔵庫,エアコン・リビング,２階・エアコン,未使用,洗面・洗濯機　照明,リビング　テレビ　照明,未使用,１階洋室　エアコン　照明,2階　主寝室・照明・電源,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,8854,0,1938,0,0,0,1051,2935,0,1244,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8854,-,-,-,-,-,-,-,-
20180502,-,-,-,10146,0,1989,394,0,0,1347,3135,0,1419,1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10146,-,-,-,-,-,-,-,-
20180503,-,-,-,7865,0,1891,0,0,0,1030,2739,0,895,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7865,-,-,-,-,-,-,-,-
20180504,-,-,-,9457,0,1727,0,0,0,1381,3886,0,1371,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9457,-,-,-,-,-,-,-,-
20180505,-,-,-,9956,0,1759,0,0,0,1308,4119,0,1166,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9956,-,-,-,-,-,-,-,-
20180506,-,-,-,9075,0,1930,0,0,0,1146,3829,0,830,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9075,-,-,-,-,-,-,-,-
20180507,-,-,-,9099,0,1975,0,0,0,1314,3840,0,869,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9099,-,-,-,-,-,-,-,-
20180508,-,-,-,11319,0,2219,0,0,0,1092,5634,0,871,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11319,-,-,-,-,-,-,-,-
20180509,-,-,-,10173,0,1743,0,0,0,1595,4372,0,1050,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10173,-,-,-,-,-,-,-,-
20180510,-,-,-,9178,0,1677,0,0,0,1070,3083,0,1784,1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9178,-,-,-,-,-,-,-,-
20180511,-,-,-,9793,0,1736,0,0,0,1136,3957,0,1464,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9793,-,-,-,-,-,-,-,-
20180512,-,-,-,8545,0,2076,0,0,0,1125,2607,0,1571,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8545,-,-,-,-,-,-,-,-
