計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチン・冷蔵庫,エアコン・リビング,２階・エアコン,未使用,洗面・洗濯機　照明,リビング　テレビ　照明,未使用,１階洋室　エアコン　照明,2階　主寝室・照明・電源,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,8957,0,1831,0,0,0,1358,2226,0,2213,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8957,-,-,-,-,-,-,-,-
20180602,-,-,-,8544,0,2055,0,0,0,1311,2081,0,1754,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8544,-,-,-,-,-,-,-,-
20180603,-,-,-,9159,0,2409,0,0,0,1054,3101,0,1094,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9159,-,-,-,-,-,-,-,-
20180604,-,-,-,9317,0,2317,87,0,0,1347,2863,0,1526,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9317,-,-,-,-,-,-,-,-
20180605,-,-,-,8713,0,2398,0,0,0,1112,2939,0,763,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8713,-,-,-,-,-,-,-,-
20180606,-,-,-,7729,0,1980,0,0,0,1175,2630,0,1037,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7729,-,-,-,-,-,-,-,-
20180607,-,-,-,8542,0,2060,0,0,0,1187,2435,0,1404,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8542,-,-,-,-,-,-,-,-
20180608,-,-,-,13034,0,2313,2698,591,0,1236,3067,0,1441,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13034,-,-,-,-,-,-,-,-
20180609,-,-,-,12604,0,2067,4613,0,0,1266,2174,0,1628,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12604,-,-,-,-,-,-,-,-
20180610,-,-,-,12349,0,2290,2579,1165,0,1161,2465,0,1527,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12349,-,-,-,-,-,-,-,-
20180611,-,-,-,8201,0,2239,62,127,0,1298,1624,0,1328,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8201,-,-,-,-,-,-,-,-
20180612,-,-,-,8691,0,2189,0,0,0,1251,2268,0,1150,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8691,-,-,-,-,-,-,-,-
20180613,-,-,-,8293,0,2175,0,0,0,1199,2061,0,1260,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8293,-,-,-,-,-,-,-,-
20180614,-,-,-,7499,0,2305,0,0,0,1023,1698,0,1040,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7499,-,-,-,-,-,-,-,-
