計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,レンジTV食洗機洗濯機,エアコン・主寝室,エアコン・和室,冷蔵庫・キッチン,照明・主寝室,エアコン・キッチン,未使用,エアコン・リビング,離れエアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,21789,0,5835,15160,0,621,1005,2773,0,0,3497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21789,-,-,-,-,-,-,-,-
20180202,-,-,-,14789,0,5181,7930,0,763,1122,3285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14789,-,-,-,-,-,-,-,-
20180203,-,-,-,17028,0,4804,8656,0,572,1141,1774,0,0,3883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17028,-,-,-,-,-,-,-,-
20180204,-,-,-,18944,0,4303,10575,0,674,1312,3230,0,0,3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18944,-,-,-,-,-,-,-,-
20180205,-,-,-,18759,0,4565,13793,0,579,1505,1860,0,0,2891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18759,-,-,-,-,-,-,-,-
20180206,-,-,-,19554,0,5278,14416,0,674,1361,4595,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19554,-,-,-,-,-,-,-,-
20180207,-,-,-,18146,0,5115,14960,0,621,1352,1049,0,0,2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18146,-,-,-,-,-,-,-,-
20180208,-,-,-,23060,0,5598,11859,0,629,1947,1320,0,4765,2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23060,-,-,-,-,-,-,-,-
20180209,-,-,-,12106,0,3856,9905,0,586,1184,1103,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12106,-,-,-,-,-,-,-,-
20180210,-,-,-,13218,0,4233,8266,0,733,1050,2599,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13218,-,-,-,-,-,-,-,-
20180211,-,-,-,12513,0,4666,6867,0,548,1075,2263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12513,-,-,-,-,-,-,-,-
20180212,-,-,-,16758,0,4784,9047,0,809,1160,5034,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16758,-,-,-,-,-,-,-,-
20180213,-,-,-,11488,0,4115,8233,0,488,1149,1108,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11488,-,-,-,-,-,-,-,-
20180214,-,-,-,13010,0,4181,10487,0,727,1406,1043,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13010,-,-,-,-,-,-,-,-
20180215,-,-,-,12463,0,5663,8196,0,682,1086,479,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12463,-,-,-,-,-,-,-,-
