計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,レンジTV食洗機洗濯機,エアコン・主寝室,エアコン・和室,冷蔵庫・キッチン,照明・主寝室,エアコン・キッチン,未使用,エアコン・リビング,離れエアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,38233,0,6732,5423,1210,672,3393,2740,0,15536,3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38233,-,-,-,-,-,-,-,-
20180102,-,-,-,25227,0,7090,11161,1086,573,2995,2478,0,715,3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25227,-,-,-,-,-,-,-,-
20180103,-,-,-,26461,0,7613,6881,3059,730,3560,2600,0,0,1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26461,-,-,-,-,-,-,-,-
20180104,-,-,-,16818,0,6285,3584,0,515,2005,1124,0,0,4560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16818,-,-,-,-,-,-,-,-
20180105,-,-,-,22445,0,5466,9198,0,655,1814,3342,0,2306,3732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22445,-,-,-,-,-,-,-,-
20180106,-,-,-,17342,0,5254,5615,0,601,1591,1539,0,2995,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17342,-,-,-,-,-,-,-,-
20180107,-,-,-,24197,0,5304,4495,0,482,2255,4737,0,6105,2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24197,-,-,-,-,-,-,-,-
20180108,-,-,-,18488,0,6517,3962,0,703,2139,1361,0,2248,3041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18488,-,-,-,-,-,-,-,-
20180109,-,-,-,17579,0,4675,5240,0,515,1564,1367,0,1942,4312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17579,-,-,-,-,-,-,-,-
20180110,-,-,-,19886,0,4062,8701,0,709,1600,5200,0,2118,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19886,-,-,-,-,-,-,-,-
20180111,-,-,-,20335,0,4746,7264,0,685,1411,9402,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20335,-,-,-,-,-,-,-,-
20180112,-,-,-,23562,0,5443,5832,0,688,1880,6505,0,2567,3072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23562,-,-,-,-,-,-,-,-
20180113,-,-,-,20183,0,5434,7799,0,694,1265,7771,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20183,-,-,-,-,-,-,-,-
20180114,-,-,-,23199,0,5583,9681,0,665,1933,4957,0,2033,2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23199,-,-,-,-,-,-,-,-
20180115,-,-,-,20457,0,4631,9948,0,764,1138,3937,0,0,4487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20457,-,-,-,-,-,-,-,-
20180116,-,-,-,14589,0,4937,7711,0,707,1085,2575,0,0,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14589,-,-,-,-,-,-,-,-
20180117,-,-,-,9985,0,4609,2007,0,695,995,486,0,0,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9985,-,-,-,-,-,-,-,-
20180118,-,-,-,11045,0,4669,2662,0,725,933,2053,0,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11045,-,-,-,-,-,-,-,-
20180119,-,-,-,12360,0,4991,5541,0,791,966,1288,0,0,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12360,-,-,-,-,-,-,-,-
20180120,-,-,-,12892,0,4368,2600,0,463,1004,2463,0,0,2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12892,-,-,-,-,-,-,-,-
20180121,-,-,-,26490,0,7002,8463,2298,867,3658,3060,0,0,2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26490,-,-,-,-,-,-,-,-
20180122,-,-,-,19249,0,4936,3847,0,856,1371,6454,0,1897,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19249,-,-,-,-,-,-,-,-
20180123,-,-,-,21347,0,4732,7152,0,743,1214,4552,0,0,6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21347,-,-,-,-,-,-,-,-
20180124,-,-,-,19897,0,5359,13437,0,707,1398,4612,0,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19897,-,-,-,-,-,-,-,-
20180125,-,-,-,21337,0,4529,8731,0,453,1325,6191,0,0,3908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21337,-,-,-,-,-,-,-,-
20180126,-,-,-,14572,0,5419,6024,0,876,1403,3450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14572,-,-,-,-,-,-,-,-
20180127,-,-,-,13394,0,4307,9153,0,773,1349,1946,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13394,-,-,-,-,-,-,-,-
20180128,-,-,-,14692,0,6334,9705,0,776,1175,1158,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14692,-,-,-,-,-,-,-,-
20180129,-,-,-,14996,0,5265,7434,0,790,1241,3529,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14996,-,-,-,-,-,-,-,-
20180130,-,-,-,15986,0,4739,10278,0,720,1281,1297,0,0,2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15986,-,-,-,-,-,-,-,-
20180131,-,-,-,13181,0,4603,6049,0,742,1259,3115,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13181,-,-,-,-,-,-,-,-
