計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,主寝室AC,冷蔵庫,リビングTV,リビング照明,食洗機,洗濯機,未使用,電子レンジ,洋室AC,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,40768,0,1354,1086,2139,3365,1005,236,0,151,2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40768,-,-,-,-,-,-,-,-
20180202,-,-,-,43984,0,1399,943,2774,3053,1124,215,0,194,4037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43984,-,-,-,-,-,-,-,-
20180203,-,-,-,41879,0,1596,1401,3263,4066,1106,187,0,154,2749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41879,-,-,-,-,-,-,-,-
20180204,-,-,-,46508,0,3033,972,3279,4487,779,189,0,27,3640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46508,-,-,-,-,-,-,-,-
20180205,-,-,-,54971,0,1870,1040,3157,3664,1989,155,0,211,6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54971,-,-,-,-,-,-,-,-
20180206,-,-,-,51319,0,2994,986,2770,3696,1100,184,0,207,3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51319,-,-,-,-,-,-,-,-
20180207,-,-,-,47596,0,1815,2106,2890,4090,1039,252,0,184,3683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47596,-,-,-,-,-,-,-,-
20180208,-,-,-,46381,0,1573,1114,2796,3843,1182,190,0,97,3320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46381,-,-,-,-,-,-,-,-
20180209,-,-,-,44112,0,1366,1183,2995,3682,1081,210,0,75,3749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44112,-,-,-,-,-,-,-,-
20180210,-,-,-,49159,0,2296,1437,2839,5002,1903,225,0,170,2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49159,-,-,-,-,-,-,-,-
20180211,-,-,-,51289,0,1443,1270,4101,5697,565,217,0,195,3851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51289,-,-,-,-,-,-,-,-
20180212,-,-,-,50164,0,1975,2344,3744,5097,1623,307,0,673,2705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50164,-,-,-,-,-,-,-,-
20180213,-,-,-,50199,0,1168,1020,2203,3637,1097,227,0,133,3278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50199,-,-,-,-,-,-,-,-
20180214,-,-,-,43106,0,752,1088,2323,3866,1761,204,0,1302,2610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43106,-,-,-,-,-,-,-,-
20180215,-,-,-,39631,0,1166,1225,2388,3484,1077,230,0,307,1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39631,-,-,-,-,-,-,-,-
20180216,-,-,-,44636,0,1405,1095,2746,3815,1088,233,0,160,3476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44636,-,-,-,-,-,-,-,-
20180217,-,-,-,39981,0,970,2692,3039,4792,1443,228,0,944,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39981,-,-,-,-,-,-,-,-
20180218,-,-,-,50770,0,2337,1539,2692,4704,1955,331,0,228,1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50770,-,-,-,-,-,-,-,-
20180219,-,-,-,40397,0,1142,1285,3414,3706,1054,215,0,152,3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40397,-,-,-,-,-,-,-,-
20180220,-,-,-,35312,0,893,1346,2450,3542,1134,226,0,211,1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35312,-,-,-,-,-,-,-,-
20180221,-,-,-,37136,0,698,1456,2186,3832,1592,262,0,216,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37136,-,-,-,-,-,-,-,-
