計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,主寝室AC,冷蔵庫,リビングTV,リビング照明,食洗機,洗濯機,未使用,電子レンジ,洋室AC,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,49609,0,4138,1087,4465,5621,1701,209,0,197,7051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49609,-,-,-,-,-,-,-,-
20180102,-,-,-,44477,0,2613,847,2747,3529,1666,250,0,80,3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44477,-,-,-,-,-,-,-,-
20180103,-,-,-,38635,0,3252,682,2264,2758,769,223,0,406,3497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38635,-,-,-,-,-,-,-,-
20180104,-,-,-,41821,0,1230,1275,2379,3524,2392,182,0,202,4369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41821,-,-,-,-,-,-,-,-
20180105,-,-,-,48353,0,2018,1327,2776,3863,2341,140,0,345,3698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48353,-,-,-,-,-,-,-,-
20180106,-,-,-,35988,0,1279,1044,4345,3510,2324,268,0,176,2261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35988,-,-,-,-,-,-,-,-
20180107,-,-,-,36793,0,1206,1007,2561,4114,1515,167,0,189,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36793,-,-,-,-,-,-,-,-
20180108,-,-,-,37992,0,699,1278,2502,4073,2289,208,0,257,2246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37992,-,-,-,-,-,-,-,-
20180109,-,-,-,45769,0,964,1077,2590,4162,2304,228,0,107,4244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45769,-,-,-,-,-,-,-,-
20180110,-,-,-,43487,0,2295,849,2186,3074,2414,261,0,291,5835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43487,-,-,-,-,-,-,-,-
20180111,-,-,-,49639,0,2037,949,2467,3287,2575,182,0,247,5727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49639,-,-,-,-,-,-,-,-
20180112,-,-,-,47336,0,2442,932,2872,3078,1767,277,0,256,5420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47336,-,-,-,-,-,-,-,-
20180113,-,-,-,49346,0,1265,997,3190,3866,2614,287,0,539,3559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49346,-,-,-,-,-,-,-,-
