計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチン・冷蔵庫,エアコン・リビング,２階・エアコン,未使用,洗面・洗濯機　照明,リビング　テレビ　照明,未使用,１階洋室　エアコン　照明,2階　主寝室・照明・電源,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,8556,0,1572,0,0,0,1066,4700,0,540,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8556,-,-,-,-,-,-,-,-
20180202,-,-,-,14721,0,1710,3597,0,0,1147,5780,0,1086,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14721,-,-,-,-,-,-,-,-
20180203,-,-,-,15670,0,1613,2852,0,0,1260,6138,0,1653,1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15670,-,-,-,-,-,-,-,-
20180204,-,-,-,13857,0,1505,2151,0,0,1095,5788,0,1336,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13857,-,-,-,-,-,-,-,-
20180205,-,-,-,13028,0,1542,1039,0,0,1154,6827,0,1195,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13028,-,-,-,-,-,-,-,-
20180206,-,-,-,17503,0,1421,2976,0,0,1167,7323,0,2397,1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17503,-,-,-,-,-,-,-,-
20180207,-,-,-,14554,0,1437,570,0,0,1221,6488,0,3251,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14554,-,-,-,-,-,-,-,-
20180208,-,-,-,14007,0,1427,0,0,0,1238,6573,0,2761,1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14007,-,-,-,-,-,-,-,-
20180209,-,-,-,13683,0,1667,2150,0,0,1367,6109,0,1275,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13683,-,-,-,-,-,-,-,-
20180210,-,-,-,11814,0,1717,0,0,0,1397,6197,0,946,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11814,-,-,-,-,-,-,-,-
20180211,-,-,-,13060,0,1483,527,0,0,1015,6391,0,1009,2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13060,-,-,-,-,-,-,-,-
20180212,-,-,-,13651,0,1357,2508,0,0,1023,6430,0,1101,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13651,-,-,-,-,-,-,-,-
20180213,-,-,-,11694,0,1533,852,0,0,1080,5874,0,1216,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11694,-,-,-,-,-,-,-,-
20180214,-,-,-,10819,0,1335,484,0,0,1069,6100,0,828,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10819,-,-,-,-,-,-,-,-
20180215,-,-,-,9619,0,1626,0,0,0,1096,4989,0,1005,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9619,-,-,-,-,-,-,-,-
20180216,-,-,-,10098,0,1614,0,0,0,1267,5614,0,715,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10098,-,-,-,-,-,-,-,-
20180217,-,-,-,13028,0,1651,0,0,0,1445,5686,0,2663,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13028,-,-,-,-,-,-,-,-
20180218,-,-,-,13732,0,1709,0,0,0,1490,5899,0,2630,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13732,-,-,-,-,-,-,-,-
20180219,-,-,-,11636,0,1991,0,0,0,1064,5816,0,821,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11636,-,-,-,-,-,-,-,-
20180220,-,-,-,9845,0,1532,0,0,0,1154,4968,0,660,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9845,-,-,-,-,-,-,-,-
20180221,-,-,-,9647,0,1490,0,0,0,1258,5169,0,1064,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9647,-,-,-,-,-,-,-,-
