計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチン・冷蔵庫,エアコン・リビング,２階・エアコン,未使用,洗面・洗濯機　照明,リビング　テレビ　照明,未使用,１階洋室　エアコン　照明,2階　主寝室・照明・電源,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,10163,0,2025,0,0,0,1021,3812,0,1201,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10163,-,-,-,-,-,-,-,-
20180402,-,-,-,9317,0,2010,0,0,0,1100,3075,0,1295,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9317,-,-,-,-,-,-,-,-
20180403,-,-,-,8502,0,1955,0,0,0,1069,3393,0,1261,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8502,-,-,-,-,-,-,-,-
20180404,-,-,-,7160,0,1951,0,0,0,1145,2652,0,896,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7160,-,-,-,-,-,-,-,-
20180405,-,-,-,8379,0,1873,0,0,0,1089,2946,0,1001,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8379,-,-,-,-,-,-,-,-
20180406,-,-,-,7218,0,1921,0,0,0,1124,2667,0,863,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7218,-,-,-,-,-,-,-,-
20180407,-,-,-,11907,0,1656,0,0,0,1190,4875,0,2377,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11907,-,-,-,-,-,-,-,-
20180408,-,-,-,11272,0,1506,0,0,0,1124,5142,0,1587,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11272,-,-,-,-,-,-,-,-
20180409,-,-,-,8861,0,1635,0,0,0,1159,4222,0,969,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8861,-,-,-,-,-,-,-,-
20180410,-,-,-,8883,0,1687,0,0,0,1217,3972,0,1183,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8883,-,-,-,-,-,-,-,-
20180411,-,-,-,10672,0,1905,0,0,0,1279,3073,0,2606,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10672,-,-,-,-,-,-,-,-
20180412,-,-,-,8981,0,1969,0,0,0,1139,3548,0,1254,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8981,-,-,-,-,-,-,-,-
20180413,-,-,-,9215,0,2097,0,0,0,1100,3894,0,766,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9215,-,-,-,-,-,-,-,-
20180414,-,-,-,10065,0,1814,0,0,0,1511,4174,0,1270,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10065,-,-,-,-,-,-,-,-
20180415,-,-,-,10116,0,2100,0,0,0,1244,3962,0,1371,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10116,-,-,-,-,-,-,-,-
20180416,-,-,-,8449,0,1618,0,0,0,1163,3744,0,721,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8449,-,-,-,-,-,-,-,-
20180417,-,-,-,9047,0,1792,0,0,0,1099,4131,0,1036,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9047,-,-,-,-,-,-,-,-
