計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチン・冷蔵庫,エアコン・リビング,２階・エアコン,未使用,洗面・洗濯機　照明,リビング　テレビ　照明,未使用,１階洋室　エアコン　照明,2階　主寝室・照明・電源,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,12337,0,1387,2753,0,0,978,4907,0,1289,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12337,-,-,-,-,-,-,-,-
20180102,-,-,-,11050,0,1440,0,0,0,957,6530,0,1418,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11050,-,-,-,-,-,-,-,-
20180103,-,-,-,16278,0,1461,3099,0,0,1124,6595,0,2178,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16278,-,-,-,-,-,-,-,-
20180104,-,-,-,17665,0,1449,4878,0,0,1256,7363,0,1329,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17665,-,-,-,-,-,-,-,-
20180105,-,-,-,13264,0,1614,1931,0,0,1005,6773,0,783,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13264,-,-,-,-,-,-,-,-
20180106,-,-,-,13842,0,1535,1792,0,0,1363,7091,0,1100,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13842,-,-,-,-,-,-,-,-
20180107,-,-,-,16046,0,1703,3826,0,0,1074,6397,0,1264,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16046,-,-,-,-,-,-,-,-
20180108,-,-,-,11658,0,1589,518,0,0,1214,5745,0,775,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11658,-,-,-,-,-,-,-,-
20180109,-,-,-,13249,0,1902,2117,0,0,1243,5574,0,996,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13249,-,-,-,-,-,-,-,-
20180110,-,-,-,13207,0,1387,1489,0,0,1206,6810,0,1096,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13207,-,-,-,-,-,-,-,-
20180111,-,-,-,12755,0,1448,0,0,0,1147,6598,0,2505,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12755,-,-,-,-,-,-,-,-
20180112,-,-,-,13839,0,1458,1141,0,0,1213,7117,0,1748,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13839,-,-,-,-,-,-,-,-
20180113,-,-,-,17823,0,1466,3445,0,0,1257,7814,0,2891,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17823,-,-,-,-,-,-,-,-
20180114,-,-,-,12307,0,1216,2181,0,0,1114,4796,0,1373,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12307,-,-,-,-,-,-,-,-
20180115,-,-,-,15697,0,1570,3598,0,0,1100,6239,0,1783,1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15697,-,-,-,-,-,-,-,-
20180116,-,-,-,11996,0,1664,638,0,0,1553,5890,0,1174,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11996,-,-,-,-,-,-,-,-
20180117,-,-,-,10642,0,1699,0,0,0,1147,5626,0,909,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10642,-,-,-,-,-,-,-,-
20180118,-,-,-,9474,0,1784,0,0,0,1137,4445,0,603,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9474,-,-,-,-,-,-,-,-
20180119,-,-,-,11857,0,1639,88,0,0,1033,5361,0,1533,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11857,-,-,-,-,-,-,-,-
20180120,-,-,-,14390,0,1089,5046,0,0,1159,5550,0,1293,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14390,-,-,-,-,-,-,-,-
20180121,-,-,-,16168,0,1507,3048,0,0,1222,6696,0,1479,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16168,-,-,-,-,-,-,-,-
20180122,-,-,-,13662,0,1416,2571,0,0,1136,6361,0,872,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13662,-,-,-,-,-,-,-,-
20180123,-,-,-,11838,0,1440,0,0,0,1032,6951,0,1091,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11838,-,-,-,-,-,-,-,-
20180124,-,-,-,16096,0,1365,3225,0,0,1134,7871,0,1793,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16096,-,-,-,-,-,-,-,-
20180125,-,-,-,14745,0,1478,1815,0,0,1070,6864,0,2193,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14745,-,-,-,-,-,-,-,-
20180126,-,-,-,13555,0,1284,1115,0,0,1442,7140,0,1890,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13555,-,-,-,-,-,-,-,-
20180127,-,-,-,14520,0,1413,1209,0,0,1163,6994,0,2833,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14520,-,-,-,-,-,-,-,-
20180128,-,-,-,13843,0,1504,1973,0,0,1392,7119,0,1075,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13843,-,-,-,-,-,-,-,-
20180129,-,-,-,12694,0,1627,1642,0,0,1319,6203,0,822,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12694,-,-,-,-,-,-,-,-
20180130,-,-,-,11789,0,1515,1074,0,0,1037,5183,0,1733,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11789,-,-,-,-,-,-,-,-
20180131,-,-,-,16003,0,1596,2481,0,0,1431,6468,0,3185,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16003,-,-,-,-,-,-,-,-
