計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電1,太陽光発電2,ＩＨ・キッチン,エアコン・リビング,エアコン・主寝室,リビング照明・電源・TV,未使用,台所冷蔵庫照明コンセント,洗濯機・洗面・玄関照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,5940,32344,17145,18670,1151,571,0,1156,0,1840,2938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9411,-,-,-,-,-,-,-,-
20171102,-,-,-,6325,27989,15538,15633,1169,0,0,1338,0,2093,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9507,-,-,-,-,-,-,-,-
20171103,-,-,-,4953,22966,13358,14177,722,0,0,1737,0,2365,2933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9522,-,-,-,-,-,-,-,-
20171104,-,-,-,5872,25075,14333,14896,1698,0,0,1366,0,2062,2933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10026,-,-,-,-,-,-,-,-
20171105,-,-,-,6695,32101,17415,19333,2117,809,0,1497,0,2112,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11342,-,-,-,-,-,-,-,-
20171106,-,-,-,6272,30611,16588,18553,2022,542,0,1437,0,1920,3054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10802,-,-,-,-,-,-,-,-
20171107,-,-,-,7035,10010,7361,5903,1559,0,0,1468,0,2072,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10289,-,-,-,-,-,-,-,-
20171108,-,-,-,8122,4247,4357,3223,2466,0,0,1772,0,2222,2927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11455,-,-,-,-,-,-,-,-
20171109,-,-,-,6530,27716,14973,16646,1909,0,0,1388,0,2139,3110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10433,-,-,-,-,-,-,-,-
20171110,-,-,-,6945,24012,13286,14795,2470,0,0,1337,0,2169,3265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11014,-,-,-,-,-,-,-,-
20171111,-,-,-,6168,29317,16136,18230,1943,0,0,1374,0,2371,3235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11217,-,-,-,-,-,-,-,-
20171112,-,-,-,6876,27371,14896,16434,1378,1140,0,1421,0,1656,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10835,-,-,-,-,-,-,-,-
20171113,-,-,-,9787,9728,6844,6678,1992,2119,0,1494,0,2284,3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13581,-,-,-,-,-,-,-,-
20171114,-,-,-,7558,14307,8694,8528,1933,0,0,1443,0,1953,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10473,-,-,-,-,-,-,-,-
20171115,-,-,-,6697,29186,15645,18016,1907,614,0,1319,0,2132,3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11172,-,-,-,-,-,-,-,-
20171116,-,-,-,9156,24119,13460,15097,2341,2203,0,1387,0,1745,3409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13594,-,-,-,-,-,-,-,-
20171117,-,-,-,16755,986,3716,2656,2060,5462,0,1708,0,1966,3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22141,-,-,-,-,-,-,-,-
20171118,-,-,-,11844,10580,8114,7582,1558,2846,0,2200,0,1605,3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16960,-,-,-,-,-,-,-,-
20171119,-,-,-,12482,24450,14697,16671,2189,3843,0,1470,0,1933,3605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19400,-,-,-,-,-,-,-,-
20171120,-,-,-,15099,13621,9914,10155,1566,6552,0,1455,0,1687,3373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21547,-,-,-,-,-,-,-,-
20171121,-,-,-,14402,24411,14243,16740,1876,5771,0,1276,0,1786,3929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20974,-,-,-,-,-,-,-,-
20171122,-,-,-,18079,730,3179,2245,1568,6153,0,1667,0,1945,3550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22773,-,-,-,-,-,-,-,-
20171123,-,-,-,12862,23147,13336,14913,1109,3922,0,2387,0,1720,3593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17964,-,-,-,-,-,-,-,-
