計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,事務所エアコン,エアコン・洋室,ＩＨ・キッチン,キッチン　電子レンジ他,冷蔵庫　エアコン　TV,洗濯機・洗面,未使用,食器洗乾燥機・キッチン,寝室・照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,21271,0,0,0,539,1336,7724,4224,0,1191,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21271,-,-,-,-,-,-,-,-
20180102,-,-,-,20363,0,0,0,412,1322,7576,4706,0,1,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20363,-,-,-,-,-,-,-,-
20180103,-,-,-,18909,0,0,0,910,871,8166,4276,0,1093,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18909,-,-,-,-,-,-,-,-
20180104,-,-,-,16866,0,0,0,147,1001,7376,4208,0,234,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16866,-,-,-,-,-,-,-,-
20180105,-,-,-,9287,0,0,0,0,787,4695,2669,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9287,-,-,-,-,-,-,-,-
20180106,-,-,-,16061,0,0,0,251,1299,6209,6333,0,1020,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16061,-,-,-,-,-,-,-,-
20180107,-,-,-,22061,0,0,0,299,1021,6845,8269,0,1730,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22061,-,-,-,-,-,-,-,-
20180108,-,-,-,9188,0,0,0,0,1011,4191,1940,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9188,-,-,-,-,-,-,-,-
20180109,-,-,-,8671,0,0,0,123,882,4225,2028,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8671,-,-,-,-,-,-,-,-
20180110,-,-,-,10883,0,0,0,173,913,5935,2063,0,2,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10883,-,-,-,-,-,-,-,-
20180111,-,-,-,13747,0,0,0,80,997,6215,2542,0,1,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13747,-,-,-,-,-,-,-,-
20180112,-,-,-,11087,0,0,0,216,807,4704,2791,0,2,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11087,-,-,-,-,-,-,-,-
20180113,-,-,-,9368,0,0,0,265,782,3728,2335,0,1,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9368,-,-,-,-,-,-,-,-
20180114,-,-,-,12840,0,0,0,277,959,6502,2446,0,2,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12840,-,-,-,-,-,-,-,-
