計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,事務所エアコン,エアコン・洋室,ＩＨ・キッチン,キッチン　電子レンジ他,冷蔵庫　エアコン　TV,洗濯機・洗面,未使用,食器洗乾燥機・キッチン,寝室・照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,13060,0,0,0,127,938,6061,4251,0,909,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13060,-,-,-,-,-,-,-,-
20180302,-,-,-,12264,0,0,0,0,811,5579,4266,0,407,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12264,-,-,-,-,-,-,-,-
20180303,-,-,-,15442,0,0,0,352,974,6763,4806,0,1135,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15442,-,-,-,-,-,-,-,-
20180304,-,-,-,15810,0,0,0,456,1575,5433,4418,0,1993,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15810,-,-,-,-,-,-,-,-
20180305,-,-,-,15139,0,0,0,530,1602,5814,4592,0,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15139,-,-,-,-,-,-,-,-
20180306,-,-,-,11409,0,0,0,23,1337,4738,4584,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11409,-,-,-,-,-,-,-,-
20180307,-,-,-,12369,0,0,0,264,1175,5274,4903,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12369,-,-,-,-,-,-,-,-
20180308,-,-,-,13948,0,0,0,307,1158,6340,4947,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13948,-,-,-,-,-,-,-,-
20180309,-,-,-,15183,0,0,0,608,1545,5514,4819,0,1163,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15183,-,-,-,-,-,-,-,-
20180310,-,-,-,17365,0,0,0,718,1323,7263,5178,0,1148,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17365,-,-,-,-,-,-,-,-
