計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,IHヒーター,2FAC・電灯コ・倉庫冷,キッチン冷蔵庫・電灯コ,リビング電灯コ・洗濯機,食洗機,未使用,座敷・縁側電灯コ・TV,和室（祖母）AC,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,18936,0,2218,1266,1091,1967,9213,835,0,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18936,-,-,-,-,-,-,-,-
20180202,-,-,-,22286,0,2954,1162,1054,1923,9955,875,0,2850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22286,-,-,-,-,-,-,-,-
20180203,-,-,-,21499,0,3343,837,2490,2017,10068,590,0,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21499,-,-,-,-,-,-,-,-
20180204,-,-,-,26627,0,6200,866,4010,1914,8621,1175,0,2887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26627,-,-,-,-,-,-,-,-
20180205,-,-,-,28497,0,5209,707,6500,1768,9499,1020,0,3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28497,-,-,-,-,-,-,-,-
20180206,-,-,-,29318,0,5818,1396,7668,1827,9199,888,0,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29318,-,-,-,-,-,-,-,-
20180207,-,-,-,27530,0,3964,1648,5703,1858,8908,933,0,2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27530,-,-,-,-,-,-,-,-
20180208,-,-,-,23344,0,3465,1364,3825,2040,9207,908,0,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23344,-,-,-,-,-,-,-,-
20180209,-,-,-,19818,0,2711,748,1647,2069,8501,853,0,2258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19818,-,-,-,-,-,-,-,-
20180210,-,-,-,23156,0,3873,753,2440,2556,10827,855,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23156,-,-,-,-,-,-,-,-
