計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,事務所エアコン,エアコン・洋室,ＩＨ・キッチン,キッチン　電子レンジ他,冷蔵庫　エアコン　TV,洗濯機・洗面,未使用,食器洗乾燥機・キッチン,寝室・照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,13893,0,0,0,475,1438,4508,4371,0,1758,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13893,-,-,-,-,-,-,-,-
20180602,-,-,-,14234,0,0,0,502,1668,3736,4555,0,1756,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14234,-,-,-,-,-,-,-,-
20180603,-,-,-,11372,0,0,0,463,1568,2893,4742,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11372,-,-,-,-,-,-,-,-
20180604,-,-,-,12546,0,0,0,173,1645,3384,3594,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12546,-,-,-,-,-,-,-,-
20180605,-,-,-,16064,0,0,0,249,1685,4023,4535,0,954,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16064,-,-,-,-,-,-,-,-
20180606,-,-,-,17583,0,0,0,457,1583,4517,5535,0,1236,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17583,-,-,-,-,-,-,-,-
20180607,-,-,-,16440,0,0,0,578,1974,4850,5466,0,1205,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16440,-,-,-,-,-,-,-,-
20180608,-,-,-,19401,0,0,0,813,1659,4699,5404,0,1843,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19401,-,-,-,-,-,-,-,-
20180609,-,-,-,16249,0,0,0,264,2092,4775,5246,0,1197,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16249,-,-,-,-,-,-,-,-
20180610,-,-,-,16450,0,0,0,447,1753,4288,3478,0,1320,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16450,-,-,-,-,-,-,-,-
20180611,-,-,-,18716,0,0,0,384,1862,4521,5143,0,1872,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18716,-,-,-,-,-,-,-,-
