計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IH,エアコン・200V,エコキュート,エアコン・200V,LDK,キッチン電灯,未使用,浴室・玄関廊下WC・電灯,電子レンジ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,17381,0,3157,0,5344,0,0,5224,0,1848,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17381,-,-,502,-,-,-,-,-
20180502,-,-,-,15347,0,1867,0,4844,0,0,4689,0,1841,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15347,-,-,366,-,-,-,-,-
20180503,-,-,-,15334,0,2358,0,4213,0,0,5032,0,2147,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15334,-,-,186,-,-,-,-,-
20180504,-,-,-,15151,0,1556,0,3938,0,0,5226,0,2454,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15151,-,-,602,-,-,-,-,-
20180505,-,-,-,15673,0,1127,0,5370,0,0,5425,0,2252,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15673,-,-,485,-,-,-,-,-
20180506,-,-,-,10931,0,730,0,2600,0,0,4145,0,1806,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10931,-,-,57,-,-,-,-,-
20180507,-,-,-,11907,0,2231,0,766,0,0,5578,0,1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11907,-,-,141,-,-,-,-,-
20180508,-,-,-,14853,0,2279,0,2849,0,0,5476,0,2574,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14853,-,-,545,-,-,-,-,-
20180509,-,-,-,13863,0,2194,0,2810,0,0,5220,0,2091,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13863,-,-,427,-,-,-,-,-
20180510,-,-,-,15296,0,2717,0,3730,0,0,5446,0,2017,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15296,-,-,196,-,-,-,-,-
