計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IH,エアコン・200V,エコキュート,エアコン・200V,LDK,キッチン電灯,未使用,浴室・玄関廊下WC・電灯,電子レンジ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,16193,0,2061,0,5568,0,0,4933,0,2271,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16193,-,-,622,-,-,-,-,-
20180402,-,-,-,19832,0,3257,0,7987,0,0,4998,0,2096,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19832,-,-,119,-,-,-,-,-
20180403,-,-,-,15299,0,2065,0,3922,0,0,4979,0,2564,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15299,-,-,458,-,-,-,-,-
20180404,-,-,-,16080,0,2265,0,4859,0,0,4902,0,2463,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16080,-,-,694,-,-,-,-,-
20180405,-,-,-,17931,0,1496,0,7085,0,0,4883,0,2795,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17931,-,-,150,-,-,-,-,-
20180406,-,-,-,15840,0,3207,0,3500,0,0,5211,0,2429,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15840,-,-,450,-,-,-,-,-
20180407,-,-,-,19339,0,3034,0,7385,0,0,5027,0,2528,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19339,-,-,528,-,-,-,-,-
20180408,-,-,-,18891,0,1400,0,8135,0,0,5371,0,2700,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18891,-,-,130,-,-,-,-,-
20180409,-,-,-,13139,0,1923,0,2934,0,0,4380,0,2405,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13139,-,-,129,-,-,-,-,-
20180410,-,-,-,14395,0,1681,0,3414,0,0,5460,0,2447,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14395,-,-,477,-,-,-,-,-
20180411,-,-,-,16724,0,2064,0,5768,0,0,5141,0,2398,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16724,-,-,477,-,-,-,-,-
20180412,-,-,-,17782,0,2518,0,5509,0,0,5156,0,2945,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17782,-,-,109,-,-,-,-,-
20180413,-,-,-,13433,0,2375,0,1235,0,0,5422,0,2622,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13433,-,-,594,-,-,-,-,-
20180414,-,-,-,13383,0,1281,0,3249,0,0,4990,0,2378,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13383,-,-,142,-,-,-,-,-
20180415,-,-,-,12585,0,1903,0,1489,0,0,5259,0,2418,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12585,-,-,361,-,-,-,-,-
20180416,-,-,-,14513,0,989,0,3791,0,0,4912,0,3032,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14513,-,-,135,-,-,-,-,-
20180417,-,-,-,15030,0,2505,0,3374,0,0,5039,0,2462,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15030,-,-,541,-,-,-,-,-
