計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IH,エアコン・200V,エコキュート,エアコン・200V,LDK,キッチン電灯,未使用,浴室・玄関廊下WC・電灯,電子レンジ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,16335,0,2002,0,6019,0,0,4784,0,2308,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16335,-,-,281,-,-,-,-,-
20180302,-,-,-,18582,0,3638,0,5346,0,0,5371,0,2652,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18582,-,-,283,-,-,-,-,-
20180303,-,-,-,12833,0,2258,0,1056,0,0,4955,0,2850,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12833,-,-,512,-,-,-,-,-
20180304,-,-,-,16599,0,2880,0,4753,0,0,4555,0,3009,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16599,-,-,432,-,-,-,-,-
20180305,-,-,-,14845,0,1804,0,3702,0,0,5356,0,2889,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14845,-,-,388,-,-,-,-,-
20180306,-,-,-,17585,0,3128,0,3837,0,0,6590,0,2900,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17585,-,-,240,-,-,-,-,-
20180307,-,-,-,24771,0,2182,0,12419,0,0,6153,0,2744,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24771,-,-,853,-,-,-,-,-
20180308,-,-,-,14116,0,3375,0,2244,0,0,4941,0,2365,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14116,-,-,261,-,-,-,-,-
20180309,-,-,-,19714,0,3573,0,6581,0,0,5506,0,2585,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19714,-,-,634,-,-,-,-,-
20180310,-,-,-,24279,0,3880,0,11367,0,0,5254,0,2628,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24279,-,-,268,-,-,-,-,-
20180311,-,-,-,16116,0,1052,0,7493,0,0,3955,0,2574,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16116,-,-,546,-,-,-,-,-
20180312,-,-,-,18753,0,2695,0,7111,0,0,4817,0,2476,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18753,-,-,158,-,-,-,-,-
20180313,-,-,-,16344,0,1839,0,5703,0,0,4792,0,2716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16344,-,-,512,-,-,-,-,-
20180314,-,-,-,16861,0,1878,0,7420,0,0,4143,0,2289,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16861,-,-,442,-,-,-,-,-
20180315,-,-,-,17533,0,2729,0,5567,0,0,5038,0,2418,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17533,-,-,509,-,-,-,-,-
20180316,-,-,-,19924,0,2952,0,8504,0,0,4602,0,2444,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19924,-,-,693,-,-,-,-,-
20180317,-,-,-,19861,0,942,0,11043,0,0,4125,0,2555,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19861,-,-,532,-,-,-,-,-
20180318,-,-,-,21408,0,3239,0,8902,0,0,5276,0,2364,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21408,-,-,207,-,-,-,-,-
20180319,-,-,-,14316,0,1977,0,4098,0,0,4556,0,2086,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14316,-,-,456,-,-,-,-,-
20180320,-,-,-,16036,0,1337,0,6637,0,0,4701,0,2148,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16036,-,-,160,-,-,-,-,-
20180321,-,-,-,17518,0,2765,0,5641,0,0,5648,0,2454,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17518,-,-,692,-,-,-,-,-
20180322,-,-,-,21156,0,1873,0,9938,0,0,5269,0,2326,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21156,-,-,188,-,-,-,-,-
20180323,-,-,-,14585,0,1939,0,3687,0,0,5033,0,2428,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14585,-,-,117,-,-,-,-,-
20180324,-,-,-,17776,0,1822,0,6674,0,0,5397,0,2459,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17776,-,-,190,-,-,-,-,-
20180325,-,-,-,11010,0,2714,0,516,0,0,4484,0,2213,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11010,-,-,257,-,-,-,-,-
20180326,-,-,-,14160,0,1710,0,4031,0,0,4824,0,2440,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14160,-,-,566,-,-,-,-,-
20180327,-,-,-,12638,0,1085,0,3400,0,0,4830,0,2105,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12638,-,-,115,-,-,-,-,-
20180328,-,-,-,13229,0,1820,0,3564,0,0,4527,0,2205,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13229,-,-,613,-,-,-,-,-
20180329,-,-,-,17107,0,4272,0,3572,0,0,5291,0,2569,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17107,-,-,470,-,-,-,-,-
20180330,-,-,-,14411,0,1752,0,3891,0,0,5268,0,1949,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14411,-,-,209,-,-,-,-,-
