計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,照明・電源・２階,寝室エアコン・キッチンTV,照明・玄関,下台所,小屋,冷蔵庫・食洗機・レンジ,未使用,エアコン・リビング,ＩＨ・キッチン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,20459,0,7830,3039,122,486,2065,3156,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20459,-,-,-,-,-,-,-,-
20171202,-,-,-,20815,0,7251,3383,146,209,1461,3339,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20815,-,-,-,-,-,-,-,-
20171203,-,-,-,19565,0,6637,4029,295,52,1938,3155,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19565,-,-,-,-,-,-,-,-
20171204,-,-,-,22166,0,7446,4209,161,99,2047,3225,0,0,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22166,-,-,-,-,-,-,-,-
20171205,-,-,-,20513,0,5836,3864,170,225,2589,3426,0,0,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20513,-,-,-,-,-,-,-,-
20171206,-,-,-,24156,0,7432,4724,164,354,2869,3230,0,0,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24156,-,-,-,-,-,-,-,-
20171207,-,-,-,19512,0,7334,3977,108,23,1368,3187,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19512,-,-,-,-,-,-,-,-
20171208,-,-,-,23751,0,7314,5007,258,392,2232,3310,0,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23751,-,-,-,-,-,-,-,-
20171209,-,-,-,20634,0,7176,3373,93,21,1537,3135,0,0,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20634,-,-,-,-,-,-,-,-
20171210,-,-,-,22911,0,7619,4633,377,39,1981,3220,0,0,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22911,-,-,-,-,-,-,-,-
20171211,-,-,-,18172,0,7357,2871,105,27,2283,3421,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18172,-,-,-,-,-,-,-,-
20171212,-,-,-,17709,0,6583,4021,280,189,1415,3511,0,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17709,-,-,-,-,-,-,-,-
20171213,-,-,-,18356,0,8282,4182,177,9,648,3273,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18356,-,-,-,-,-,-,-,-
20171214,-,-,-,14302,0,6035,2360,81,301,637,3034,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14302,-,-,-,-,-,-,-,-
20171215,-,-,-,16168,0,7169,3479,124,110,778,2891,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16168,-,-,-,-,-,-,-,-
20171216,-,-,-,15750,0,6745,3223,201,257,548,3231,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15750,-,-,-,-,-,-,-,-
20171217,-,-,-,22117,0,8026,4488,191,1620,1524,3407,0,0,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22117,-,-,-,-,-,-,-,-
20171218,-,-,-,16848,0,9760,1940,165,7,487,2509,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16848,-,-,-,-,-,-,-,-
20171219,-,-,-,15046,0,6251,3296,218,18,360,2863,0,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15046,-,-,-,-,-,-,-,-
20171220,-,-,-,17454,0,7432,3978,355,205,713,3115,0,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17454,-,-,-,-,-,-,-,-
20171221,-,-,-,18097,0,7470,4138,107,71,1050,3196,0,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18097,-,-,-,-,-,-,-,-
20171222,-,-,-,15968,0,6657,3586,175,32,671,3194,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15968,-,-,-,-,-,-,-,-
20171223,-,-,-,17292,0,6191,4855,117,152,866,3161,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17292,-,-,-,-,-,-,-,-
20171224,-,-,-,16236,0,7544,3415,489,1,267,2960,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16236,-,-,-,-,-,-,-,-
20171225,-,-,-,14742,0,5892,3838,172,3,202,3008,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14742,-,-,-,-,-,-,-,-
20171226,-,-,-,18119,0,6924,4601,763,192,324,3547,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18119,-,-,-,-,-,-,-,-
20171227,-,-,-,18452,0,7754,4814,159,0,624,2999,0,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18452,-,-,-,-,-,-,-,-
20171228,-,-,-,17047,0,6619,4074,330,103,680,3284,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17047,-,-,-,-,-,-,-,-
20171229,-,-,-,20168,0,8459,4751,432,45,907,3589,0,0,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20168,-,-,-,-,-,-,-,-
20171230,-,-,-,17098,0,6605,3806,377,98,1350,3249,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17098,-,-,-,-,-,-,-,-
20171231,-,-,-,19172,0,5022,4132,167,392,2383,4333,0,0,1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19172,-,-,-,-,-,-,-,-
