計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,エアコン・リビング,ＩＨ・キッチン,エコキュート,キッチン・冷蔵庫　電レ,テレビ,リビング・キッチン照明　,未使用,キッチン　炊飯器,洗濯機、トイレ照明　便座,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171001,-,-,-,8207,0,0,0,0,3629,1158,1570,0,708,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8207,-,-,-,-,-,-,-,-
20171002,-,-,-,7755,0,0,0,0,3511,1540,1087,0,448,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7755,-,-,-,-,-,-,-,-
20171003,-,-,-,6488,0,0,0,0,3513,627,718,0,431,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6488,-,-,-,-,-,-,-,-
20171004,-,-,-,6992,0,0,0,0,3436,830,1111,0,349,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6992,-,-,-,-,-,-,-,-
20171005,-,-,-,10586,0,0,0,0,4198,1442,2494,0,276,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10586,-,-,-,-,-,-,-,-
20171006,-,-,-,10180,0,0,0,0,4201,1728,2507,0,421,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10180,-,-,-,-,-,-,-,-
20171007,-,-,-,9484,0,0,0,0,4422,1356,1462,0,498,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9484,-,-,-,-,-,-,-,-
20171008,-,-,-,7681,0,0,0,0,4105,1236,862,0,574,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7681,-,-,-,-,-,-,-,-
20171009,-,-,-,6801,0,0,0,0,3847,559,1030,0,135,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6801,-,-,-,-,-,-,-,-
20171010,-,-,-,7894,0,0,0,0,4153,918,1203,0,445,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7894,-,-,-,-,-,-,-,-
20171011,-,-,-,7049,0,0,0,0,3856,560,899,0,444,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7049,-,-,-,-,-,-,-,-
20171012,-,-,-,7271,0,0,0,0,4543,899,699,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7271,-,-,-,-,-,-,-,-
20171013,-,-,-,7291,0,0,0,0,3722,783,1030,0,463,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7291,-,-,-,-,-,-,-,-
20171014,-,-,-,6708,0,0,0,0,3258,937,954,0,423,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6708,-,-,-,-,-,-,-,-
20171015,-,-,-,7575,0,0,0,0,3220,1000,1621,0,399,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7575,-,-,-,-,-,-,-,-
20171016,-,-,-,8627,0,0,0,0,3255,1106,2082,0,428,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8627,-,-,-,-,-,-,-,-
20171017,-,-,-,8090,0,0,0,0,3389,1417,1746,0,190,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8090,-,-,-,-,-,-,-,-
20171018,-,-,-,8132,0,0,0,0,3388,1532,1330,0,453,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8132,-,-,-,-,-,-,-,-
20171019,-,-,-,7053,0,0,0,0,3125,834,1389,0,463,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7053,-,-,-,-,-,-,-,-
20171020,-,-,-,6672,0,0,0,0,2929,746,1107,0,467,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6672,-,-,-,-,-,-,-,-
20171021,-,-,-,8206,0,0,0,0,3546,1315,1633,0,417,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8206,-,-,-,-,-,-,-,-
20171022,-,-,-,7826,0,0,0,0,3422,1052,1478,0,568,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7826,-,-,-,-,-,-,-,-
20171023,-,-,-,5943,0,0,0,0,2746,625,1053,0,145,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5943,-,-,-,-,-,-,-,-
20171024,-,-,-,5755,0,0,0,0,2732,637,876,0,484,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5755,-,-,-,-,-,-,-,-
20171025,-,-,-,6816,0,0,0,0,3129,639,1081,0,472,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6816,-,-,-,-,-,-,-,-
20171026,-,-,-,7360,0,0,0,0,3024,938,1636,0,568,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7360,-,-,-,-,-,-,-,-
20171027,-,-,-,7248,0,0,0,0,3325,890,1426,0,260,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7248,-,-,-,-,-,-,-,-
20171028,-,-,-,9094,0,0,0,0,2996,1640,2252,0,465,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9094,-,-,-,-,-,-,-,-
20171029,-,-,-,7131,0,0,0,0,3123,1184,1199,0,393,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7131,-,-,-,-,-,-,-,-
20171030,-,-,-,6661,0,0,0,0,3189,540,1086,0,501,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6661,-,-,-,-,-,-,-,-
20171031,-,-,-,5870,0,0,0,0,2543,577,1024,0,343,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5870,-,-,-,-,-,-,-,-
