計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,主寝室エアコン,和室エアコン,倉庫照明・冷蔵庫・冷凍庫,LDK電灯コンセント,洗濯機・玄関洗面コンセン,未使用,和室・電灯コンセント,2F電灯・コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,17746,0,0,0,0,3275,7621,4198,0,1746,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17746,-,-,-,-,-,-,-,-
20180502,-,-,-,18254,0,0,0,0,3273,8040,4074,0,1971,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18254,-,-,-,-,-,-,-,-
20180503,-,-,-,18356,0,0,0,0,3224,7136,4124,0,2776,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18356,-,-,-,-,-,-,-,-
20180504,-,-,-,17997,0,0,0,0,3194,7391,4081,0,2601,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17997,-,-,-,-,-,-,-,-
20180505,-,-,-,17861,0,0,0,210,3151,6180,4212,0,2262,1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17861,-,-,-,-,-,-,-,-
20180506,-,-,-,18639,0,0,0,0,3212,6882,4240,0,2916,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18639,-,-,-,-,-,-,-,-
20180507,-,-,-,16617,0,0,0,0,3102,7868,4052,0,716,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16617,-,-,-,-,-,-,-,-
20180508,-,-,-,15652,0,0,0,0,3128,7126,3981,0,534,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15652,-,-,-,-,-,-,-,-
20180509,-,-,-,16405,0,0,0,0,3200,7247,4208,0,837,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16405,-,-,-,-,-,-,-,-
20180510,-,-,-,15129,0,0,0,0,3122,6157,4072,0,926,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15129,-,-,-,-,-,-,-,-
20180511,-,-,-,16051,0,0,0,0,3220,7076,4033,0,795,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16051,-,-,-,-,-,-,-,-
20180512,-,-,-,18686,0,0,0,322,3304,7405,4111,0,2536,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18686,-,-,-,-,-,-,-,-
20180513,-,-,-,17885,0,0,0,0,3316,7320,4040,0,2026,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17885,-,-,-,-,-,-,-,-
20180514,-,-,-,16856,0,0,0,0,3332,7766,4193,0,596,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16856,-,-,-,-,-,-,-,-
20180515,-,-,-,16348,0,0,0,0,3360,7614,4013,0,527,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16348,-,-,-,-,-,-,-,-
20180516,-,-,-,16266,0,0,0,75,3377,7372,3885,0,722,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16266,-,-,-,-,-,-,-,-
20180517,-,-,-,17366,0,0,0,755,3425,7778,3720,0,787,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17366,-,-,-,-,-,-,-,-
20180518,-,-,-,18123,0,0,0,162,3413,8589,3757,0,1295,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18123,-,-,-,-,-,-,-,-
20180519,-,-,-,17185,0,0,0,0,3282,7705,3911,0,1194,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17185,-,-,-,-,-,-,-,-
20180520,-,-,-,17703,0,0,0,0,3318,7175,4050,0,2117,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17703,-,-,-,-,-,-,-,-
20180521,-,-,-,15772,0,0,0,0,3357,7109,3802,0,502,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15772,-,-,-,-,-,-,-,-
20180522,-,-,-,17761,0,0,0,1060,3380,7518,3929,0,1155,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17761,-,-,-,-,-,-,-,-
20180523,-,-,-,16394,0,0,0,0,3373,7300,4034,0,919,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16394,-,-,-,-,-,-,-,-
20180524,-,-,-,15935,0,0,0,0,3365,7718,3729,0,446,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15935,-,-,-,-,-,-,-,-
20180525,-,-,-,16005,0,0,0,0,3384,6891,3803,0,1241,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16005,-,-,-,-,-,-,-,-
20180526,-,-,-,18937,0,0,0,1295,3370,7521,3861,0,2033,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18937,-,-,-,-,-,-,-,-
20180527,-,-,-,20118,0,0,0,1447,3363,7443,3900,0,2691,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20118,-,-,-,-,-,-,-,-
20180528,-,-,-,16865,0,0,0,31,3378,7651,4104,0,557,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16865,-,-,-,-,-,-,-,-
20180529,-,-,-,16320,0,0,0,0,3393,7655,3894,0,517,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16320,-,-,-,-,-,-,-,-
20180530,-,-,-,16829,0,0,0,0,3452,8145,3840,0,615,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16829,-,-,-,-,-,-,-,-
20180531,-,-,-,19120,0,0,0,0,3368,9841,4102,0,988,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19120,-,-,-,-,-,-,-,-
