計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,主寝室エアコン,和室エアコン,倉庫照明・冷蔵庫・冷凍庫,LDK電灯コンセント,洗濯機・玄関洗面コンセン,未使用,和室・電灯コンセント,2F電灯・コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,15681,0,0,0,0,3369,7317,3951,0,234,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15681,-,-,-,-,-,-,-,-
20180602,-,-,-,19939,0,1254,0,0,3373,7897,3909,0,2609,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19939,-,-,-,-,-,-,-,-
20180603,-,-,-,19168,0,1569,0,0,3419,8305,3744,0,1179,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19168,-,-,-,-,-,-,-,-
20180604,-,-,-,16653,0,0,0,0,3442,7982,3913,0,385,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16653,-,-,-,-,-,-,-,-
20180605,-,-,-,16208,0,0,0,0,3364,7638,3893,0,523,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16208,-,-,-,-,-,-,-,-
20180606,-,-,-,17909,0,0,0,0,3361,8478,4217,0,932,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17909,-,-,-,-,-,-,-,-
20180607,-,-,-,16789,0,0,0,0,3957,7633,3745,0,581,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16789,-,-,-,-,-,-,-,-
20180608,-,-,-,19358,0,0,0,132,3482,9506,4194,0,1134,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19358,-,-,-,-,-,-,-,-
20180609,-,-,-,19716,0,0,0,1238,3531,9225,3734,0,1025,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19716,-,-,-,-,-,-,-,-
20180610,-,-,-,21093,0,0,0,1987,3510,7629,3780,0,3031,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21093,-,-,-,-,-,-,-,-
