計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,電子レンジ・キッチン,冷蔵庫・洗濯機,炊飯器・ダイニング照明,エアコン・リビング,エアコン・２階,エアコン・２階,未使用,リビング・テレビ・照明,和室・洗面・風呂,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,15039,0,52,2327,1084,0,0,0,0,7471,2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15039,-,-,-,-,-,-,-,-
20180502,-,-,-,14184,0,0,2476,916,0,0,0,0,6707,2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14184,-,-,-,-,-,-,-,-
20180503,-,-,-,20297,0,7,3058,1062,0,0,0,0,9567,2294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20297,-,-,-,-,-,-,-,-
20180504,-,-,-,10107,0,30,2070,307,0,0,0,0,4294,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10107,-,-,-,-,-,-,-,-
20180505,-,-,-,24162,0,80,2775,1383,383,0,0,0,9330,2564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24162,-,-,-,-,-,-,-,-
20180506,-,-,-,20403,0,28,2493,1311,0,0,0,0,8226,2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20403,-,-,-,-,-,-,-,-
20180507,-,-,-,15705,0,17,2656,1012,0,0,0,0,8115,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15705,-,-,-,-,-,-,-,-
20180508,-,-,-,15627,0,0,2426,810,0,0,0,0,8225,2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15627,-,-,-,-,-,-,-,-
20180509,-,-,-,13675,0,0,2131,867,0,0,0,0,6870,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13675,-,-,-,-,-,-,-,-
20180510,-,-,-,15938,0,18,2239,974,421,0,0,0,8451,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15938,-,-,-,-,-,-,-,-
20180511,-,-,-,13536,0,187,2255,950,0,0,0,0,6124,2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13536,-,-,-,-,-,-,-,-
20180512,-,-,-,19466,0,34,4275,1270,486,91,0,0,7637,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19466,-,-,-,-,-,-,-,-
20180513,-,-,-,23085,0,572,3228,981,0,204,0,0,8268,2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23085,-,-,-,-,-,-,-,-
20180514,-,-,-,15113,0,42,2684,543,0,0,0,0,7502,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15113,-,-,-,-,-,-,-,-
20180515,-,-,-,8394,0,0,2879,215,0,0,0,0,2330,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8394,-,-,-,-,-,-,-,-
20180516,-,-,-,5698,0,0,2215,0,0,0,0,0,815,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5698,-,-,-,-,-,-,-,-
20180517,-,-,-,8545,0,0,2349,389,0,0,0,0,2383,1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8545,-,-,-,-,-,-,-,-
20180518,-,-,-,17409,0,0,2687,743,2059,0,0,0,7716,2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17409,-,-,-,-,-,-,-,-
20180519,-,-,-,15947,0,20,3117,1255,76,0,0,0,5363,2618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15947,-,-,-,-,-,-,-,-
20180520,-,-,-,21566,0,34,3168,1098,0,145,0,0,7882,2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21566,-,-,-,-,-,-,-,-
20180521,-,-,-,15168,0,105,2681,964,0,0,0,0,7447,2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15168,-,-,-,-,-,-,-,-
20180522,-,-,-,18003,0,1290,2739,934,1364,0,0,0,7512,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18003,-,-,-,-,-,-,-,-
