計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,電子レンジ・キッチン,冷蔵庫・洗濯機,炊飯器・ダイニング照明,エアコン・リビング,エアコン・２階,エアコン・２階,未使用,リビング・テレビ・照明,和室・洗面・風呂,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,30147,0,63,2473,6915,0,351,0,0,8679,2427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30147,-,-,-,-,-,-,-,-
20180102,-,-,-,27879,0,71,2194,5521,0,304,0,0,8656,2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27879,-,-,-,-,-,-,-,-
20180103,-,-,-,23819,0,18,2257,2761,0,299,0,0,8374,2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23819,-,-,-,-,-,-,-,-
20180104,-,-,-,33066,0,61,2548,2743,108,5026,0,0,9357,2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33066,-,-,-,-,-,-,-,-
20180105,-,-,-,35248,0,12,2396,4720,0,8411,0,0,7698,2388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35248,-,-,-,-,-,-,-,-
20180106,-,-,-,29199,0,13,2312,4366,0,3506,0,0,6850,2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29199,-,-,-,-,-,-,-,-
20180107,-,-,-,37358,0,136,2507,6449,0,4242,0,0,8524,2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37358,-,-,-,-,-,-,-,-
20180108,-,-,-,32343,0,146,2564,6541,0,4176,0,0,5847,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32343,-,-,-,-,-,-,-,-
20180109,-,-,-,24509,0,17,2135,5318,0,304,0,0,5211,2178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24509,-,-,-,-,-,-,-,-
20180110,-,-,-,27140,0,17,2155,4447,0,327,0,0,7357,2153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27140,-,-,-,-,-,-,-,-
20180111,-,-,-,30087,0,161,1965,5053,0,559,0,0,8190,2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30087,-,-,-,-,-,-,-,-
20180112,-,-,-,29849,0,77,2108,4771,0,592,0,0,7391,2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29849,-,-,-,-,-,-,-,-
20180113,-,-,-,34712,0,110,2604,5905,0,450,0,0,6186,2918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34712,-,-,-,-,-,-,-,-
20180114,-,-,-,43253,0,164,2911,7639,0,5241,0,0,7446,2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43253,-,-,-,-,-,-,-,-
20180115,-,-,-,28288,0,0,2123,3795,0,333,0,0,7515,3458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28288,-,-,-,-,-,-,-,-
20180116,-,-,-,26409,0,60,2057,5455,0,192,0,0,8198,2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26409,-,-,-,-,-,-,-,-
20180117,-,-,-,22727,0,0,2247,3799,0,29,0,0,7887,2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22727,-,-,-,-,-,-,-,-
20180118,-,-,-,23229,0,17,2340,3455,0,140,0,0,7710,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23229,-,-,-,-,-,-,-,-
20180119,-,-,-,20581,0,0,2027,2291,0,159,0,0,7030,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20581,-,-,-,-,-,-,-,-
20180120,-,-,-,29647,0,122,2550,4117,0,2386,0,0,6545,2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29647,-,-,-,-,-,-,-,-
20180121,-,-,-,25390,0,90,2047,2831,0,2374,0,0,6178,2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25390,-,-,-,-,-,-,-,-
20180122,-,-,-,26547,0,89,2120,3388,0,327,0,0,8129,2294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26547,-,-,-,-,-,-,-,-
20180123,-,-,-,27020,0,0,1983,3964,0,359,0,0,8432,2354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27020,-,-,-,-,-,-,-,-
20180124,-,-,-,28396,0,44,2072,3526,0,449,0,0,7283,2203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28396,-,-,-,-,-,-,-,-
20180125,-,-,-,29008,0,35,2099,3157,0,519,0,0,6216,2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29008,-,-,-,-,-,-,-,-
20180126,-,-,-,31653,0,155,1943,6044,12,493,0,0,7193,2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31653,-,-,-,-,-,-,-,-
20180127,-,-,-,37903,0,56,2294,5714,0,3282,0,0,7132,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37903,-,-,-,-,-,-,-,-
20180128,-,-,-,45225,0,216,2553,6509,0,8310,0,0,8669,2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45225,-,-,-,-,-,-,-,-
20180129,-,-,-,30470,0,102,2092,4407,0,454,0,0,8885,2517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30470,-,-,-,-,-,-,-,-
