計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,増設部屋エアコン,IHヒーター,エコキュート,LDKエアコン,不明,リビング照明,未使用,廊下・照明,未使用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,23008,0,0,474,7535,582,516,7030,0,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23008,-,-,382,-,-,-,-,-
20180202,-,-,-,25098,0,0,224,10355,453,758,7566,0,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25098,-,-,358,-,-,-,-,-
20180203,-,-,-,19153,0,0,206,5394,708,429,7490,0,1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19153,-,-,337,-,-,-,-,-
20180204,-,-,-,27779,0,0,896,6771,0,1015,8341,0,1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27779,-,-,332,-,-,-,-,-
20180205,-,-,-,28839,0,0,576,12699,1195,752,6551,0,1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28839,-,-,429,-,-,-,-,-
20180206,-,-,-,30111,0,0,886,11247,708,1501,7261,0,1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30111,-,-,628,-,-,-,-,-
20180207,-,-,-,35187,0,0,1215,13477,497,1317,8721,0,1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35187,-,-,541,-,-,-,-,-
20180208,-,-,-,27347,0,0,1154,10750,801,428,7264,0,1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27347,-,-,431,-,-,-,-,-
20180209,-,-,-,28023,0,0,1161,9661,3333,232,7593,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28023,-,-,313,-,-,-,-,-
20180210,-,-,-,25116,0,0,1266,10412,0,460,7202,0,2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25116,-,-,379,-,-,-,-,-
20180211,-,-,-,25878,0,1673,1408,7998,0,740,9186,0,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25878,-,-,416,-,-,-,-,-
20180212,-,-,-,31110,0,0,948,12172,161,1005,7840,0,2255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31110,-,-,588,-,-,-,-,-
