計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,増設部屋エアコン,IHヒーター,エコキュート,LDKエアコン,不明,リビング照明,未使用,廊下・照明,未使用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,22602,0,0,1240,7235,771,284,8765,0,2376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22602,-,-,574,-,-,-,-,-
20180502,-,-,-,16898,0,0,977,4068,774,58,7743,0,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16898,-,-,224,-,-,-,-,-
20180503,-,-,-,18391,0,0,1360,3332,1638,129,7883,0,1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18391,-,-,347,-,-,-,-,-
20180504,-,-,-,29712,0,0,3120,4304,3760,210,11870,0,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29712,-,-,561,-,-,-,-,-
20180505,-,-,-,23613,0,0,1662,8372,2056,29,7661,0,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23613,-,-,359,-,-,-,-,-
20180506,-,-,-,17431,0,0,584,2860,0,450,8296,0,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17431,-,-,285,-,-,-,-,-
20180507,-,-,-,16219,0,0,1185,2893,0,168,7673,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16219,-,-,384,-,-,-,-,-
20180508,-,-,-,20317,0,0,2100,5353,810,41,7838,0,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20317,-,-,554,-,-,-,-,-
20180509,-,-,-,23058,0,0,1284,6730,562,147,8341,0,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23058,-,-,415,-,-,-,-,-
20180510,-,-,-,18271,0,501,1120,4240,1447,237,7309,0,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18271,-,-,354,-,-,-,-,-
20180511,-,-,-,20847,0,0,838,7044,766,38,7627,0,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20847,-,-,352,-,-,-,-,-
20180512,-,-,-,15995,0,0,1136,3812,298,18,7453,0,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15995,-,-,386,-,-,-,-,-
20180513,-,-,-,18654,0,0,740,3258,0,81,8846,0,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18654,-,-,447,-,-,-,-,-
20180514,-,-,-,17849,0,0,802,5869,0,261,7427,0,1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17849,-,-,373,-,-,-,-,-
20180515,-,-,-,16143,0,0,975,3041,0,94,8351,0,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16143,-,-,394,-,-,-,-,-
20180516,-,-,-,16133,0,0,657,3911,0,637,7842,0,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16133,-,-,316,-,-,-,-,-
