計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,ＩＨ,エアコン・リビング,エアコン・洋室２,エコキュート,テレビ、電灯、コンセント,洗濯機・浴室,未使用,キッチン・レンジ、冷蔵庫,キッチン、コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,7078,0,384,2564,0,1154,570,555,0,1794,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7078,-,-,-,-,-,-,-,-
20171102,-,-,-,7125,0,78,933,0,2927,526,637,0,1820,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7125,-,-,-,-,-,-,-,-
20171103,-,-,-,7754,0,76,1692,0,3233,365,342,0,1651,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7754,-,-,-,-,-,-,-,-
20171104,-,-,-,4016,0,106,0,0,1654,436,339,0,1478,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4016,-,-,-,-,-,-,-,-
20171105,-,-,-,11020,0,567,3351,0,3023,995,713,0,1737,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11020,-,-,-,-,-,-,-,-
20171106,-,-,-,8630,0,201,1630,0,3665,475,582,0,1907,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8630,-,-,-,-,-,-,-,-
20171107,-,-,-,10519,0,212,3017,0,3907,538,602,0,1709,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10519,-,-,-,-,-,-,-,-
20171108,-,-,-,10820,0,658,2775,0,2905,741,528,0,2228,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10820,-,-,-,-,-,-,-,-
20171109,-,-,-,7856,0,521,1149,0,3131,546,528,0,1560,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7856,-,-,-,-,-,-,-,-
20171110,-,-,-,8525,0,51,1454,0,3865,414,553,0,1881,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8525,-,-,-,-,-,-,-,-
20171111,-,-,-,8015,0,0,2005,0,3236,325,525,0,1711,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8015,-,-,-,-,-,-,-,-
20171112,-,-,-,14039,0,1095,5112,0,3394,1181,835,0,1617,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14039,-,-,-,-,-,-,-,-
20171113,-,-,-,11605,0,98,3790,0,4220,523,604,0,1540,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11605,-,-,-,-,-,-,-,-
20171114,-,-,-,9702,0,124,3340,0,2932,573,564,0,1951,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9702,-,-,-,-,-,-,-,-
20171115,-,-,-,14110,0,987,4270,0,4699,758,649,0,2266,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14110,-,-,-,-,-,-,-,-
20171116,-,-,-,16372,0,443,4196,0,7748,566,584,0,1846,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16372,-,-,-,-,-,-,-,-
20171117,-,-,-,10966,0,387,4846,0,1796,487,677,0,1734,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10966,-,-,-,-,-,-,-,-
20171118,-,-,-,14362,0,604,4648,0,5234,868,649,0,1951,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14362,-,-,-,-,-,-,-,-
20171119,-,-,-,19080,0,479,9685,0,3572,1204,817,0,1622,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19080,-,-,-,-,-,-,-,-
20171120,-,-,-,13959,0,214,5721,0,4564,401,572,0,1368,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13959,-,-,-,-,-,-,-,-
20171121,-,-,-,18731,0,931,5962,2972,4259,926,588,0,1804,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18731,-,-,-,-,-,-,-,-
20171122,-,-,-,14934,0,199,4033,1863,4585,688,446,0,1865,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14934,-,-,-,-,-,-,-,-
20171123,-,-,-,15133,0,304,3600,2854,3923,777,688,0,1794,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15133,-,-,-,-,-,-,-,-
20171124,-,-,-,17345,0,541,4409,1146,6263,759,682,0,1930,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17345,-,-,-,-,-,-,-,-
20171125,-,-,-,17844,0,277,5792,1521,4425,1126,840,0,1711,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17844,-,-,-,-,-,-,-,-
20171126,-,-,-,19209,0,353,7168,1897,4305,1217,849,0,1446,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19209,-,-,-,-,-,-,-,-
20171127,-,-,-,13838,0,2,5087,0,4022,606,766,0,1941,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13838,-,-,-,-,-,-,-,-
20171128,-,-,-,13635,0,414,4264,417,4743,494,674,0,1566,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13635,-,-,-,-,-,-,-,-
20171129,-,-,-,11473,0,63,3488,0,3536,514,716,0,1965,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11473,-,-,-,-,-,-,-,-
20171130,-,-,-,12893,0,552,4301,0,3776,568,556,0,1827,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12893,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
