計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,主寝室AC・LTV・洗濯,KT冷蔵庫1・2・照明,リビング照明,キッチンエアコン,キッチンTV,未使用,電子レンジ・冷凍庫,寝室2エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,13909,0,0,1730,5132,245,509,204,0,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13909,-,-,-,-,-,-,-,-
20180502,-,-,-,18790,0,0,7189,5116,291,410,155,0,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18790,-,-,-,-,-,-,-,-
20180503,-,-,-,14419,0,0,2137,5279,402,401,290,0,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14419,-,-,-,-,-,-,-,-
20180504,-,-,-,19055,0,0,2471,5343,1424,634,442,0,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19055,-,-,-,-,-,-,-,-
20180505,-,-,-,16192,0,0,2357,5130,1488,565,280,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16192,-,-,-,-,-,-,-,-
20180506,-,-,-,24191,0,0,7907,5514,2186,510,231,0,1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24191,-,-,-,-,-,-,-,-
20180507,-,-,-,21414,0,0,9088,4728,685,499,198,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21414,-,-,-,-,-,-,-,-
20180508,-,-,-,24723,0,0,10018,5074,1173,605,256,0,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24723,-,-,-,-,-,-,-,-
20180509,-,-,-,14488,0,0,1996,4309,1332,624,166,0,1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14488,-,-,-,-,-,-,-,-
20180510,-,-,-,16542,0,0,1798,5204,1065,628,210,0,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16542,-,-,-,-,-,-,-,-
20180511,-,-,-,14804,0,0,1843,4623,871,801,257,0,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14804,-,-,-,-,-,-,-,-
20180512,-,-,-,16806,0,0,3012,5994,772,722,175,0,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16806,-,-,-,-,-,-,-,-
20180513,-,-,-,19237,0,0,7693,4766,473,476,225,0,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19237,-,-,-,-,-,-,-,-
20180514,-,-,-,12996,0,0,1909,5169,448,359,120,0,1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12996,-,-,-,-,-,-,-,-
20180515,-,-,-,13008,0,0,1528,5237,222,489,257,0,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13008,-,-,-,-,-,-,-,-
20180516,-,-,-,14137,0,0,2302,5147,113,452,139,0,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14137,-,-,-,-,-,-,-,-
20180517,-,-,-,16004,0,0,2500,6063,109,537,250,0,2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16004,-,-,-,-,-,-,-,-
20180518,-,-,-,18042,0,0,7047,5065,115,179,192,0,1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18042,-,-,-,-,-,-,-,-
20180519,-,-,-,19454,0,0,7430,5420,288,834,262,0,1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19454,-,-,-,-,-,-,-,-
20180520,-,-,-,13713,0,0,2279,4785,739,632,142,0,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13713,-,-,-,-,-,-,-,-
20180521,-,-,-,13869,0,0,1967,5287,323,724,256,0,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13869,-,-,-,-,-,-,-,-
20180522,-,-,-,14349,0,0,1723,5479,341,840,185,0,1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14349,-,-,-,-,-,-,-,-
20180523,-,-,-,19450,0,0,7001,5303,250,833,191,0,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19450,-,-,-,-,-,-,-,-
