計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,主寝室AC・LTV・洗濯,KT冷蔵庫1・2・照明,リビング照明,キッチンエアコン,キッチンTV,未使用,電子レンジ・冷凍庫,寝室2エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,33564,0,164,7249,6144,4714,544,364,0,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33564,-,-,-,-,-,-,-,-
20180102,-,-,-,32689,0,89,9613,4877,4841,421,266,0,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32689,-,-,-,-,-,-,-,-
20180103,-,-,-,34714,0,0,7715,4771,4578,572,440,0,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34714,-,-,-,-,-,-,-,-
20180104,-,-,-,29771,0,0,10707,3904,2814,286,230,0,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29771,-,-,-,-,-,-,-,-
20180105,-,-,-,35571,0,0,14492,3425,4242,362,296,0,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35571,-,-,-,-,-,-,-,-
20180106,-,-,-,25658,0,24,7608,4242,4190,273,190,0,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25658,-,-,-,-,-,-,-,-
20180107,-,-,-,40104,0,1602,13851,7275,6090,841,692,0,3110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40104,-,-,-,-,-,-,-,-
20180108,-,-,-,30798,0,0,11149,4075,4713,586,177,0,1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30798,-,-,-,-,-,-,-,-
20180109,-,-,-,26405,0,0,10570,4228,2276,485,264,0,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26405,-,-,-,-,-,-,-,-
20180110,-,-,-,33536,0,0,10542,3946,3510,413,157,0,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33536,-,-,-,-,-,-,-,-
20180111,-,-,-,34411,0,0,10643,4326,3053,500,242,0,1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34411,-,-,-,-,-,-,-,-
20180112,-,-,-,46171,0,0,22433,3767,2956,400,149,0,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46171,-,-,-,-,-,-,-,-
20180113,-,-,-,33907,0,0,9999,5135,3805,546,321,0,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33907,-,-,-,-,-,-,-,-
20180114,-,-,-,34220,0,0,7488,4588,5070,356,230,0,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34220,-,-,-,-,-,-,-,-
20180115,-,-,-,40494,0,0,15631,4381,2722,492,182,0,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40494,-,-,-,-,-,-,-,-
20180116,-,-,-,33511,0,0,13720,3981,1434,382,244,0,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33511,-,-,-,-,-,-,-,-
20180117,-,-,-,30258,0,0,15971,4010,1043,489,174,0,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30258,-,-,-,-,-,-,-,-
20180118,-,-,-,27291,0,0,6287,4044,2785,322,295,0,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27291,-,-,-,-,-,-,-,-
20180119,-,-,-,24102,0,0,9121,4075,2991,503,206,0,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24102,-,-,-,-,-,-,-,-
20180120,-,-,-,26333,0,0,9695,3396,1657,371,105,0,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26333,-,-,-,-,-,-,-,-
20180121,-,-,-,33165,0,0,12497,4413,2259,524,310,0,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33165,-,-,-,-,-,-,-,-
20180122,-,-,-,36872,0,0,13038,4242,994,463,310,0,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36872,-,-,-,-,-,-,-,-
20180123,-,-,-,38835,0,0,15352,4304,1346,604,248,0,1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38835,-,-,-,-,-,-,-,-
20180124,-,-,-,36154,0,0,10616,3829,1831,474,214,0,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36154,-,-,-,-,-,-,-,-
20180125,-,-,-,27668,0,0,8151,4204,1576,179,154,0,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27668,-,-,-,-,-,-,-,-
20180126,-,-,-,31694,0,0,10790,4934,100,305,416,0,1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31694,-,-,-,-,-,-,-,-
