計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,主寝室AC・LTV・洗濯,KT冷蔵庫1・2・照明,リビング照明,キッチンエアコン,キッチンTV,未使用,電子レンジ・冷凍庫,寝室2エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,18773,0,0,6341,4151,109,304,113,0,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18773,-,-,-,-,-,-,-,-
20180302,-,-,-,21866,0,0,7778,4522,115,498,279,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21866,-,-,-,-,-,-,-,-
20180303,-,-,-,29082,0,0,10970,3898,136,293,113,0,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29082,-,-,-,-,-,-,-,-
20180304,-,-,-,21247,0,0,6216,4887,1611,610,269,0,1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21247,-,-,-,-,-,-,-,-
20180305,-,-,-,23846,0,0,10577,4532,112,367,269,0,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23846,-,-,-,-,-,-,-,-
20180306,-,-,-,26662,0,0,10399,4460,108,458,228,0,1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26662,-,-,-,-,-,-,-,-
20180307,-,-,-,21097,0,0,8898,4310,91,407,182,0,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21097,-,-,-,-,-,-,-,-
20180308,-,-,-,26776,0,0,6684,4403,106,487,253,0,1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26776,-,-,-,-,-,-,-,-
20180309,-,-,-,38016,0,0,19188,4146,99,467,206,0,1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38016,-,-,-,-,-,-,-,-
20180310,-,-,-,30633,0,0,13876,4255,2285,438,132,0,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30633,-,-,-,-,-,-,-,-
20180311,-,-,-,30423,0,0,9715,5315,4508,596,407,0,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30423,-,-,-,-,-,-,-,-
20180312,-,-,-,22024,0,0,6240,4235,45,607,171,0,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22024,-,-,-,-,-,-,-,-
20180313,-,-,-,25089,0,0,5225,4160,71,804,303,0,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25089,-,-,-,-,-,-,-,-
20180314,-,-,-,15409,0,0,3227,4702,176,785,336,0,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15409,-,-,-,-,-,-,-,-
20180315,-,-,-,23956,0,0,11232,4609,73,603,243,0,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23956,-,-,-,-,-,-,-,-
20180316,-,-,-,27970,0,0,14734,4983,144,597,307,0,1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27970,-,-,-,-,-,-,-,-
20180317,-,-,-,29674,0,0,13177,4379,2879,496,299,0,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29674,-,-,-,-,-,-,-,-
20180318,-,-,-,22953,0,0,7459,4351,1985,390,181,0,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22953,-,-,-,-,-,-,-,-
20180319,-,-,-,25607,0,0,12030,4389,62,689,304,0,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25607,-,-,-,-,-,-,-,-
20180320,-,-,-,27977,0,0,13073,4319,66,426,298,0,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27977,-,-,-,-,-,-,-,-
20180321,-,-,-,34884,0,0,16208,4233,82,472,189,0,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34884,-,-,-,-,-,-,-,-
