計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,洗濯機・洗面,冷蔵庫・キッチン,エコキュート,エアコン・リビング,エアコン・和室１,リビング・照明・電源TV,未使用,キッチン・照明・電源,電子レンジ・キッチン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,19445,0,247,1474,5181,8737,0,984,0,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19445,-,-,-,-,-,-,-,-
20180202,-,-,-,28209,0,260,1525,5730,17153,0,731,0,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28209,-,-,-,-,-,-,-,-
20180203,-,-,-,15260,0,228,1467,5476,5370,0,423,0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15260,-,-,-,-,-,-,-,-
20180204,-,-,-,15455,0,260,1542,5137,5628,0,587,0,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15455,-,-,-,-,-,-,-,-
20180205,-,-,-,13232,0,249,1506,5241,2732,0,390,0,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13232,-,-,-,-,-,-,-,-
20180206,-,-,-,27706,0,248,1451,5446,17016,0,1191,0,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27706,-,-,-,-,-,-,-,-
20180207,-,-,-,12232,0,398,1356,7981,0,0,414,0,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12232,-,-,-,-,-,-,-,-
20180208,-,-,-,14643,0,298,1345,8019,1801,0,617,0,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14643,-,-,-,-,-,-,-,-
20180209,-,-,-,18395,0,272,1411,5117,8779,0,502,0,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18395,-,-,-,-,-,-,-,-
20180210,-,-,-,11808,0,221,1404,5528,1621,0,577,0,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11808,-,-,-,-,-,-,-,-
20180211,-,-,-,9418,0,227,1454,5296,0,0,183,0,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9418,-,-,-,-,-,-,-,-
20180212,-,-,-,22327,0,258,1474,4755,12085,0,696,0,1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22327,-,-,-,-,-,-,-,-
20180213,-,-,-,15971,0,246,1392,5662,5699,0,590,0,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15971,-,-,-,-,-,-,-,-
20180214,-,-,-,14063,0,245,1373,5071,4201,0,803,0,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14063,-,-,-,-,-,-,-,-
20180215,-,-,-,9597,0,247,1454,5502,0,0,167,0,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9597,-,-,-,-,-,-,-,-
