計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,IHヒーター,電気温水器,寝室AC,キッチン電灯・冷蔵庫,リビング電灯・TV,未使用,食洗機,洗濯機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,20585,0,0,667,9012,0,4146,1900,0,438,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20585,-,-,-,-,-,-,-,-
20180602,-,-,-,25209,0,0,242,10758,0,4510,4858,0,385,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25209,-,-,-,-,-,-,-,-
20180603,-,-,-,22654,0,0,324,9401,0,4501,2948,0,446,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22654,-,-,-,-,-,-,-,-
20180604,-,-,-,32193,0,0,634,15804,0,5133,2218,0,591,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32193,-,-,-,-,-,-,-,-
20180605,-,-,-,20874,0,0,606,9187,0,4379,1796,0,601,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20874,-,-,-,-,-,-,-,-
20180606,-,-,-,22976,0,0,555,10353,0,5293,2213,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22976,-,-,-,-,-,-,-,-
20180607,-,-,-,23119,0,0,423,10244,0,4718,2427,0,370,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23119,-,-,-,-,-,-,-,-
20180608,-,-,-,25169,0,0,29,12549,0,5280,1967,0,674,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25169,-,-,-,-,-,-,-,-
20180609,-,-,-,25578,0,0,177,12280,0,5177,4031,0,43,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25578,-,-,-,-,-,-,-,-
20180610,-,-,-,23633,0,0,567,8598,0,5206,5083,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23633,-,-,-,-,-,-,-,-
20180611,-,-,-,29352,0,0,703,10526,0,5402,2645,0,393,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29352,-,-,-,-,-,-,-,-
20180612,-,-,-,23239,0,0,506,9897,0,5101,2105,0,452,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23239,-,-,-,-,-,-,-,-
20180613,-,-,-,24054,0,0,430,11665,0,5017,2704,0,461,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24054,-,-,-,-,-,-,-,-
20180614,-,-,-,24175,0,0,965,12378,0,4623,1733,0,661,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24175,-,-,-,-,-,-,-,-
20180615,-,-,-,24405,0,0,456,12689,0,4606,2577,0,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24405,-,-,-,-,-,-,-,-
20180616,-,-,-,22208,0,0,452,7944,0,4792,4995,0,352,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22208,-,-,-,-,-,-,-,-
20180617,-,-,-,27769,0,1482,857,9177,0,5415,5249,0,512,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27769,-,-,-,-,-,-,-,-
20180618,-,-,-,27062,0,986,656,12982,0,5475,2546,0,347,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27062,-,-,-,-,-,-,-,-
20180619,-,-,-,24311,0,449,693,10278,0,5619,2812,0,436,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24311,-,-,-,-,-,-,-,-
