計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,IHヒーター,電気温水器,寝室AC,キッチン電灯・冷蔵庫,リビング電灯・TV,未使用,食洗機,洗濯機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,29843,0,0,871,15984,0,4207,2904,0,792,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29843,-,-,-,-,-,-,-,-
20180502,-,-,-,24913,0,0,129,12739,0,4073,2654,0,141,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24913,-,-,-,-,-,-,-,-
20180503,-,-,-,28313,0,0,288,10385,0,4122,4801,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28313,-,-,-,-,-,-,-,-
20180504,-,-,-,27704,0,0,130,14081,0,2867,5800,0,522,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27704,-,-,-,-,-,-,-,-
20180505,-,-,-,25045,0,0,128,11893,0,3003,5300,0,455,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25045,-,-,-,-,-,-,-,-
20180506,-,-,-,27635,0,0,566,11421,0,3289,4463,0,911,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27635,-,-,-,-,-,-,-,-
20180507,-,-,-,31355,0,0,982,18330,0,4468,2204,0,266,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31355,-,-,-,-,-,-,-,-
20180508,-,-,-,25916,0,0,204,15641,0,3585,2004,0,104,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25916,-,-,-,-,-,-,-,-
20180509,-,-,-,28392,0,0,536,16670,0,3259,2444,0,533,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28392,-,-,-,-,-,-,-,-
20180510,-,-,-,29998,0,0,194,17932,0,3484,2729,0,545,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29998,-,-,-,-,-,-,-,-
