計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC・200V,IHヒーター・200V,主寝室AC,キッチンAC,冷蔵庫・キッチン電灯コン,洗濯機・居間TV電灯コン,未使用,2F電灯コンセント,井戸ポンプ・ボイラー,無効1,無効2,無効3,無効4,無効5,無効6,無効7,無効8,無効9,無効10,無効11,無効12,無効13,無効14,無効15,無効16,無効17,無効18,無効19,無効20,無効21,無効22,無効23,無効24,無効25,無効26,無効27,無効28,無効29,無効30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
2017121300+0900,-,-,-,452,0,0,0,0,0,105,143,0,116,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,-,-,-,-,-,-,-,-
2017121301+0900,-,-,-,242,0,0,0,0,0,77,47,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,-,-,-,-,-,-,-,-
2017121302+0900,-,-,-,230,0,0,0,0,0,67,47,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,-,-,-,-,-,-,-,-
2017121303+0900,-,-,-,219,0,0,0,0,0,63,36,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,-,-,-,-,-,-,-,-
2017121304+0900,-,-,-,208,0,0,0,0,0,45,41,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,-,-,-,-,-,-,-,-
2017121305+0900,-,-,-,397,0,0,0,0,0,70,36,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,-,-,-,-,-,-,-,-
2017121306+0900,-,-,-,239,0,0,0,0,0,54,36,0,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,-,-,-,-,-,-,-,-
2017121307+0900,-,-,-,1876,0,0,639,0,0,113,109,0,44,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1876,-,-,-,-,-,-,-,-
2017121308+0900,-,-,-,1809,0,0,119,0,0,187,90,0,57,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1809,-,-,-,-,-,-,-,-
2017121309+0900,-,-,-,1765,0,0,0,0,0,223,54,0,75,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1765,-,-,-,-,-,-,-,-
2017121310+0900,-,-,-,1006,0,0,0,0,0,76,55,0,122,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,-,-,-,-,-,-,-,-
2017121311+0900,-,-,-,288,0,0,0,0,0,67,44,0,104,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,-,-,-,-,-,-,-,-
2017121312+0900,-,-,-,938,0,0,48,0,0,78,35,0,72,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,-,-,-,-,-,-,-,-
2017121313+0900,-,-,-,350,0,0,0,0,0,152,35,0,46,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,-,-,-,-,-,-,-,-
2017121314+0900,-,-,-,200,0,0,0,0,0,76,36,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,-,-,-,-,-,-,-,-
2017121315+0900,-,-,-,237,0,0,0,0,0,71,51,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,-,-,-,-,-,-,-,-
