計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,冷蔵庫・キッチン,テレビ、リビング電灯,食器洗乾燥機・キッチン,エアコン・リビング,浴室乾燥機・浴室,主寝室・エアコン電灯,未使用,洗面・洗濯機、コンセント,キッチン・電子レンジ炊飯,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,17173,0,9692,2178,779,4311,741,228,0,52,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17173,-,-,-,-,-,-,-,-
20180202,-,-,-,17140,0,9553,2903,0,4638,486,131,0,74,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17140,-,-,-,-,-,-,-,-
20180203,-,-,-,13627,0,9196,2394,0,0,571,119,0,51,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13627,-,-,-,-,-,-,-,-
20180204,-,-,-,15805,0,9478,2310,0,5064,0,159,0,44,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15805,-,-,-,-,-,-,-,-
20180205,-,-,-,16301,0,10308,2711,0,0,752,156,0,55,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16301,-,-,-,-,-,-,-,-
20180206,-,-,-,18656,0,11246,2412,0,4912,522,147,0,47,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18656,-,-,-,-,-,-,-,-
20180207,-,-,-,17705,0,11382,2715,0,3084,701,63,0,49,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17705,-,-,-,-,-,-,-,-
20180208,-,-,-,19591,0,10201,2647,676,5051,780,190,0,46,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19591,-,-,-,-,-,-,-,-
20180209,-,-,-,16022,0,10210,2938,669,634,514,83,0,52,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16022,-,-,-,-,-,-,-,-
20180210,-,-,-,14474,0,8946,2889,654,0,621,56,0,40,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14474,-,-,-,-,-,-,-,-
