計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,冷蔵庫・キッチン,テレビ、リビング電灯,食器洗乾燥機・キッチン,エアコン・リビング,浴室乾燥機・浴室,主寝室・エアコン電灯,未使用,洗面・洗濯機、コンセント,キッチン・電子レンジ炊飯,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,15295,0,10140,2947,0,0,785,50,0,6,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15295,-,-,-,-,-,-,-,-
20180302,-,-,-,11878,0,8454,1908,0,0,220,116,0,81,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11878,-,-,-,-,-,-,-,-
20180303,-,-,-,16664,0,10624,3542,632,0,603,0,0,56,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16664,-,-,-,-,-,-,-,-
20180304,-,-,-,11454,0,7382,2483,0,0,0,46,0,10,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11454,-,-,-,-,-,-,-,-
20180305,-,-,-,13302,0,8611,2971,0,0,631,0,0,72,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13302,-,-,-,-,-,-,-,-
20180306,-,-,-,12435,0,7271,2748,0,0,932,68,0,35,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12435,-,-,-,-,-,-,-,-
20180307,-,-,-,13658,0,8185,2886,604,0,772,36,0,12,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13658,-,-,-,-,-,-,-,-
20180308,-,-,-,14024,0,8413,2625,613,0,764,95,0,44,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14024,-,-,-,-,-,-,-,-
20180309,-,-,-,13084,0,7877,2528,617,0,540,84,0,85,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13084,-,-,-,-,-,-,-,-
20180310,-,-,-,15873,0,9688,2209,0,4254,564,51,0,44,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15873,-,-,-,-,-,-,-,-
