計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,電子レンジ,和室クーラー,2階クーラー,洋室クーラー,2階電灯コンセント,キッチン冷蔵庫,未使用,洋室照明,電子レンジ予備用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,6461,0,380,0,0,0,8,1762,0,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6461,-,-,-,-,-,-,-,-
20180402,-,-,-,6353,0,131,0,0,0,34,1821,0,2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6353,-,-,-,-,-,-,-,-
20180403,-,-,-,7882,0,368,0,0,0,32,2353,0,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7882,-,-,-,-,-,-,-,-
20180404,-,-,-,7485,0,110,0,0,0,187,2464,0,2440,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7485,-,-,-,-,-,-,-,-
20180405,-,-,-,6997,0,358,0,0,0,29,1936,0,2370,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6997,-,-,-,-,-,-,-,-
20180406,-,-,-,8238,0,226,0,0,0,374,2561,0,2666,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8238,-,-,-,-,-,-,-,-
20180407,-,-,-,5441,0,259,0,0,0,81,1761,0,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5441,-,-,-,-,-,-,-,-
20180408,-,-,-,7765,0,192,0,0,0,67,1657,0,3713,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7765,-,-,-,-,-,-,-,-
20180409,-,-,-,7436,0,418,0,0,0,124,1978,0,2711,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7436,-,-,-,-,-,-,-,-
20180410,-,-,-,6870,0,322,0,0,0,93,1988,0,2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6870,-,-,-,-,-,-,-,-
20180411,-,-,-,8177,0,461,0,0,0,83,2517,0,2709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8177,-,-,-,-,-,-,-,-
20180412,-,-,-,6572,0,271,0,0,0,23,1933,0,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6572,-,-,-,-,-,-,-,-
20180413,-,-,-,7165,0,172,0,0,0,317,2279,0,2090,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7165,-,-,-,-,-,-,-,-
