計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC・200V,主寝室AC・200V,キッチンAC,冷蔵庫,食洗機,洗濯機,未使用,電子レンジ,寝室・キッチン電灯,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,43194,2924,6690,1428,0,2166,2,70,0,36,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40270,-,-,-,-,-,-,-,-
20171202,-,-,-,46268,6135,9241,0,0,1800,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40133,-,-,-,-,-,-,-,-
20171203,-,-,-,49861,2907,6348,0,0,2308,1,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46954,-,-,-,-,-,-,-,-
20171204,-,-,-,63574,3114,6495,395,0,2384,988,0,0,0,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60460,-,-,-,-,-,-,-,-
20171205,-,-,-,84507,5520,17521,683,0,2790,6,0,0,40,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78987,-,-,-,-,-,-,-,-
20171206,-,-,-,80617,0,13192,1229,0,2696,994,407,0,48,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80617,-,-,-,-,-,-,-,-
20171207,-,-,-,95919,0,7029,1608,0,2620,996,1128,0,120,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95919,-,-,-,-,-,-,-,-
20171208,-,-,-,98510,200,10593,7102,0,2792,680,88,0,27,3511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98310,-,-,-,-,-,-,-,-
20171209,-,-,-,94290,2642,19206,4690,0,2497,368,0,0,48,2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91648,-,-,-,-,-,-,-,-
20171210,-,-,-,97132,1,17428,4061,0,2891,956,180,0,119,2690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97131,-,-,-,-,-,-,-,-
20171211,-,-,-,91438,39,12428,4946,0,2873,983,1446,0,179,2953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91399,-,-,-,-,-,-,-,-
20171212,-,-,-,108776,400,22954,7170,0,2530,971,133,0,262,3004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108376,-,-,-,-,-,-,-,-
20171213,-,-,-,96046,0,17884,2563,75,2678,1032,76,0,63,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96046,-,-,-,-,-,-,-,-
20171214,-,-,-,97101,0,13245,5138,0,2661,967,82,0,145,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97101,-,-,-,-,-,-,-,-
20171215,-,-,-,87444,3629,12122,5058,158,2761,980,7,0,207,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83815,-,-,-,-,-,-,-,-
20171216,-,-,-,77649,0,12604,3533,0,2591,977,1339,0,52,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77649,-,-,-,-,-,-,-,-
20171217,-,-,-,94893,0,13303,4861,0,2568,1080,95,0,36,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94893,-,-,-,-,-,-,-,-
20171218,-,-,-,85419,116,17852,5132,1044,2273,1013,0,0,66,1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85303,-,-,-,-,-,-,-,-
20171219,-,-,-,76030,3745,15136,2874,0,2515,926,0,0,35,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72285,-,-,-,-,-,-,-,-
20171220,-,-,-,92231,106,14674,7572,0,2465,928,499,0,157,2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92125,-,-,-,-,-,-,-,-
20171221,-,-,-,104312,77,12755,7396,0,2472,988,1031,0,249,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104235,-,-,-,-,-,-,-,-
20171222,-,-,-,91257,3953,15652,5139,0,2758,975,89,0,48,2711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87304,-,-,-,-,-,-,-,-
20171223,-,-,-,65028,2641,10988,3492,0,2411,8,88,0,48,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62387,-,-,-,-,-,-,-,-
20171224,-,-,-,64938,31,10973,3785,0,2188,2,0,0,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64907,-,-,-,-,-,-,-,-
20171225,-,-,-,55260,2528,12013,4075,0,1939,8,0,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52732,-,-,-,-,-,-,-,-
20171226,-,-,-,107594,807,21598,7263,0,2440,939,175,0,51,2366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106787,-,-,-,-,-,-,-,-
20171227,-,-,-,92609,6001,18018,2773,0,2657,512,1367,0,245,2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91108,-,-,-,-,-,-,-,-
20171228,-,-,-,103626,709,17770,6534,0,2570,1601,90,0,110,2153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102917,-,-,-,-,-,-,-,-
20171229,-,-,-,109211,0,13703,6585,0,2638,920,85,0,274,2937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109211,-,-,-,-,-,-,-,-
20171230,-,-,-,85318,1197,7837,6204,0,2674,1093,837,0,73,1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84121,-,-,-,-,-,-,-,-
20171231,-,-,-,86158,1975,9676,4514,0,2859,447,817,0,492,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84183,-,-,-,-,-,-,-,-
