計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,座敷・中間エアコン,セイコ・エアコン,冷蔵庫,茶の間・TV・エアコン,茶の間電灯,セイコ電灯,未使用,キッチン,２F電源,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,15850,0,88,0,864,1137,3148,7,0,5825,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15850,-,-,-,-,-,-,-,-
20180202,-,-,-,15745,0,22,0,827,1074,4011,0,0,5297,1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15745,-,-,-,-,-,-,-,-
20180203,-,-,-,18684,0,16,2810,844,1152,3457,425,0,5160,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18684,-,-,-,-,-,-,-,-
20180204,-,-,-,21241,0,38,4513,1069,1066,3502,613,0,6163,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21241,-,-,-,-,-,-,-,-
20180205,-,-,-,17194,0,42,877,855,1050,3210,259,0,5791,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17194,-,-,-,-,-,-,-,-
20180206,-,-,-,16150,0,81,0,794,880,3067,0,0,6366,1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16150,-,-,-,-,-,-,-,-
20180207,-,-,-,17895,0,16,1915,885,832,3123,179,0,6045,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17895,-,-,-,-,-,-,-,-
20180208,-,-,-,19650,0,121,3630,823,947,3279,710,0,5190,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19650,-,-,-,-,-,-,-,-
20180209,-,-,-,14789,0,53,0,886,2217,3067,0,0,4566,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14789,-,-,-,-,-,-,-,-
20180210,-,-,-,18532,0,3,0,1206,5654,3149,0,0,4579,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18532,-,-,-,-,-,-,-,-
20180211,-,-,-,20893,0,16,2558,1126,1310,4950,421,0,5802,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20893,-,-,-,-,-,-,-,-
20180212,-,-,-,32803,0,3,9849,880,5635,3688,2415,0,5310,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32803,-,-,-,-,-,-,-,-
20180213,-,-,-,16224,0,10,0,1045,835,3128,0,0,6410,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16224,-,-,-,-,-,-,-,-
20180214,-,-,-,16123,0,30,1883,1080,773,2846,480,0,4285,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16123,-,-,-,-,-,-,-,-
20180215,-,-,-,13801,0,186,0,1106,1132,3182,48,0,4022,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13801,-,-,-,-,-,-,-,-
20180216,-,-,-,14546,0,44,0,1247,908,3061,6,0,5353,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14546,-,-,-,-,-,-,-,-
20180217,-,-,-,15253,0,6,0,1137,814,3371,459,0,4571,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15253,-,-,-,-,-,-,-,-
20180218,-,-,-,14784,0,25,0,1067,1184,2619,529,0,5251,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14784,-,-,-,-,-,-,-,-
20180219,-,-,-,14149,0,5,0,1266,861,3478,0,0,4151,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14149,-,-,-,-,-,-,-,-
20180220,-,-,-,15677,0,47,733,1362,953,3025,1187,0,3980,1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15677,-,-,-,-,-,-,-,-
20180221,-,-,-,12884,0,59,0,1464,1006,2999,16,0,3475,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12884,-,-,-,-,-,-,-,-
20180222,-,-,-,14461,0,136,0,1115,1247,2934,379,0,4241,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14461,-,-,-,-,-,-,-,-
