計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,座敷・中間エアコン,セイコ・エアコン,冷蔵庫,茶の間・TV・エアコン,茶の間電灯,セイコ電灯,未使用,キッチン,２F電源,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,9039,0,0,0,1402,829,725,1,0,2834,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9039,-,-,-,-,-,-,-,-
20180502,-,-,-,9767,0,2,0,2265,691,1049,2,0,2809,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9767,-,-,-,-,-,-,-,-
20180503,-,-,-,9268,0,1,0,1179,781,926,0,0,2564,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9268,-,-,-,-,-,-,-,-
20180504,-,-,-,9547,0,4,0,1461,619,1469,1,0,2522,1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9547,-,-,-,-,-,-,-,-
20180505,-,-,-,11037,0,6,0,1428,908,1542,1,0,2558,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11037,-,-,-,-,-,-,-,-
20180506,-,-,-,10922,0,32,0,1757,808,2131,3,0,2579,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10922,-,-,-,-,-,-,-,-
20180507,-,-,-,10063,0,2,0,1690,845,1218,25,0,2869,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10063,-,-,-,-,-,-,-,-
20180508,-,-,-,10682,0,20,0,1316,1023,2364,80,0,2582,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10682,-,-,-,-,-,-,-,-
20180509,-,-,-,9714,0,59,0,1188,842,1726,72,0,2577,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9714,-,-,-,-,-,-,-,-
20180510,-,-,-,9666,0,0,0,1296,728,1383,14,0,2583,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9666,-,-,-,-,-,-,-,-
20180511,-,-,-,8969,0,2,0,1397,657,823,0,0,2863,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8969,-,-,-,-,-,-,-,-
20180512,-,-,-,9720,0,18,0,1723,734,1164,1,0,2675,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9720,-,-,-,-,-,-,-,-
20180513,-,-,-,10090,0,2,0,1942,841,1229,4,0,2910,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10090,-,-,-,-,-,-,-,-
20180514,-,-,-,10267,0,68,96,1323,881,691,483,0,2614,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10267,-,-,-,-,-,-,-,-
20180515,-,-,-,9795,0,15,0,1784,947,669,0,0,2699,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9795,-,-,-,-,-,-,-,-
20180516,-,-,-,9803,0,2,0,1570,768,552,2,0,3126,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9803,-,-,-,-,-,-,-,-
20180517,-,-,-,10189,0,13,0,1789,840,462,1593,0,2922,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10189,-,-,-,-,-,-,-,-
20180518,-,-,-,8193,0,0,0,1800,646,545,0,0,2849,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8193,-,-,-,-,-,-,-,-
20180519,-,-,-,9858,0,28,0,1794,762,1142,2,0,2707,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9858,-,-,-,-,-,-,-,-
20180520,-,-,-,10632,0,15,0,1575,1154,1277,0,0,2702,1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10632,-,-,-,-,-,-,-,-
20180521,-,-,-,9716,0,18,0,1896,860,566,50,0,3226,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9716,-,-,-,-,-,-,-,-
20180522,-,-,-,9498,0,55,0,1903,864,529,2,0,2911,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9498,-,-,-,-,-,-,-,-
20180523,-,-,-,9468,0,1,0,1999,845,807,0,0,3098,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9468,-,-,-,-,-,-,-,-
20180524,-,-,-,9049,0,10,0,1873,539,439,0,0,2671,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9049,-,-,-,-,-,-,-,-
20180525,-,-,-,8867,0,8,0,1932,672,503,5,0,2888,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8867,-,-,-,-,-,-,-,-
20180526,-,-,-,9270,0,10,0,1979,795,603,8,0,2924,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9270,-,-,-,-,-,-,-,-
20180527,-,-,-,9210,0,2,0,2011,791,524,0,0,2789,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9210,-,-,-,-,-,-,-,-
20180528,-,-,-,8618,0,13,0,1870,488,786,7,0,2840,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8618,-,-,-,-,-,-,-,-
20180529,-,-,-,7969,0,0,0,1900,519,471,5,0,2532,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7969,-,-,-,-,-,-,-,-
20180530,-,-,-,7897,0,4,0,1450,350,447,6,0,2788,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7897,-,-,-,-,-,-,-,-
20180531,-,-,-,9432,0,0,0,1954,725,612,18,0,3076,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9432,-,-,-,-,-,-,-,-
