計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,北東間エアコン,食洗機,浄水器,IH,LK電源・レンジ・冷蔵庫,リビングエアコン,未使用,洗濯機・脱衣所コンセント,主寝室エアコン・照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171001,-,-,-,22234,0,0,5057,2757,876,7854,0,0,5194,1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22234,-,-,-,-,-,-,-,-
20171002,-,-,-,26342,0,0,6698,2774,851,8716,0,0,5157,1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26342,-,-,-,-,-,-,-,-
20171003,-,-,-,19345,0,0,4482,2647,1351,6402,0,0,5036,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19345,-,-,-,-,-,-,-,-
20171004,-,-,-,19612,0,0,3377,2583,746,5552,0,0,5434,1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19612,-,-,-,-,-,-,-,-
20171005,-,-,-,23466,0,0,5877,2605,1487,5088,0,0,5417,1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23466,-,-,-,-,-,-,-,-
20171006,-,-,-,23176,0,0,3477,2796,872,5129,0,0,5226,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23176,-,-,-,-,-,-,-,-
20171007,-,-,-,22400,0,0,4817,2896,2418,5991,0,0,5436,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22400,-,-,-,-,-,-,-,-
20171008,-,-,-,19409,0,0,1611,2593,1876,4387,0,0,5125,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19409,-,-,-,-,-,-,-,-
20171009,-,-,-,21904,0,0,3336,2739,1657,6491,0,0,5367,2912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21904,-,-,-,-,-,-,-,-
20171010,-,-,-,20367,0,0,4832,2677,1633,5981,0,0,6130,2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20367,-,-,-,-,-,-,-,-
20171011,-,-,-,22457,0,0,3097,2671,1727,4708,0,0,5513,2449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22457,-,-,-,-,-,-,-,-
20171012,-,-,-,26684,0,0,4561,2799,1556,4982,0,0,5624,2765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26684,-,-,-,-,-,-,-,-
20171013,-,-,-,24312,0,0,4720,2673,1317,4378,0,0,5098,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24312,-,-,-,-,-,-,-,-
20171014,-,-,-,20503,0,0,1613,2461,694,3871,0,0,5184,1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20503,-,-,-,-,-,-,-,-
20171015,-,-,-,24626,0,0,3547,2564,509,6587,0,0,5674,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24626,-,-,-,-,-,-,-,-
20171016,-,-,-,25012,0,0,3434,2727,928,5312,0,0,5480,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25012,-,-,-,-,-,-,-,-
20171017,-,-,-,26975,0,0,5715,2726,2517,4458,97,0,5628,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26975,-,-,-,-,-,-,-,-
20171018,-,-,-,24096,0,0,3427,2626,355,5895,0,0,5043,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24096,-,-,-,-,-,-,-,-
20171019,-,-,-,25871,0,0,5005,2711,1358,4752,0,0,5290,2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25871,-,-,-,-,-,-,-,-
20171020,-,-,-,19666,0,0,3477,2693,945,4735,0,0,5388,1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19666,-,-,-,-,-,-,-,-
20171021,-,-,-,26652,0,0,5016,2718,1689,6431,0,0,5385,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26652,-,-,-,-,-,-,-,-
20171022,-,-,-,25077,0,0,3456,2631,631,4354,0,0,5329,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25077,-,-,-,-,-,-,-,-
20171023,-,-,-,20958,0,0,3590,2609,1167,6902,0,0,5410,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20958,-,-,-,-,-,-,-,-
20171024,-,-,-,23217,0,0,6534,2690,2626,8643,0,0,5314,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23217,-,-,-,-,-,-,-,-
20171025,-,-,-,21268,0,0,3768,2760,535,8119,0,0,5388,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21268,-,-,-,-,-,-,-,-
20171026,-,-,-,22575,0,0,4806,2792,1141,5049,0,0,5494,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22575,-,-,-,-,-,-,-,-
20171027,-,-,-,20975,0,0,3462,2909,410,5713,799,0,5043,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20975,-,-,-,-,-,-,-,-
20171028,-,-,-,26524,0,0,3348,2678,977,7447,0,0,5070,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26524,-,-,-,-,-,-,-,-
20171029,-,-,-,25946,0,0,4813,2459,819,6726,0,0,5036,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25946,-,-,-,-,-,-,-,-
20171030,-,-,-,21494,0,0,3732,2703,1300,6774,754,0,5245,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21494,-,-,-,-,-,-,-,-
20171031,-,-,-,23768,0,1207,5195,2954,2245,6722,1832,0,5256,2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23768,-,-,-,-,-,-,-,-
