計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,主寝室AC,冷蔵庫,LDK電灯コンセント,洗濯機,2F洋室AC,未使用,2F寝室電灯コンセント,浄化槽ファン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,9052,0,0,0,582,2156,557,38,0,1289,3185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9052,-,-,-,-,-,-,-,-
20180402,-,-,-,8825,0,0,0,514,2144,565,24,0,1358,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8825,-,-,-,-,-,-,-,-
20180403,-,-,-,8928,0,0,0,597,2188,498,19,0,1364,3101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8928,-,-,-,-,-,-,-,-
20180404,-,-,-,8754,0,0,0,655,2111,527,40,0,1386,2941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8754,-,-,-,-,-,-,-,-
20180405,-,-,-,9017,0,0,0,543,2327,438,30,0,1380,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9017,-,-,-,-,-,-,-,-
20180406,-,-,-,9349,0,13,0,583,2292,476,65,0,1234,3371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9349,-,-,-,-,-,-,-,-
20180407,-,-,-,8904,0,0,0,265,2377,550,105,0,845,3278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8904,-,-,-,-,-,-,-,-
20180408,-,-,-,8530,0,0,0,236,2086,660,91,0,798,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8530,-,-,-,-,-,-,-,-
20180409,-,-,-,8378,0,0,0,225,2291,608,27,0,870,2957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8378,-,-,-,-,-,-,-,-
20180410,-,-,-,8142,0,0,0,419,1705,461,57,0,1117,2996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8142,-,-,-,-,-,-,-,-
20180411,-,-,-,8689,0,0,0,655,1841,486,43,0,1319,3090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8689,-,-,-,-,-,-,-,-
20180412,-,-,-,8894,0,0,0,572,2130,441,59,0,1458,2990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8894,-,-,-,-,-,-,-,-
20180413,-,-,-,9033,0,0,0,438,2274,595,33,0,1428,3115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9033,-,-,-,-,-,-,-,-
20180414,-,-,-,9507,0,0,0,498,2796,551,81,0,1441,2929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9507,-,-,-,-,-,-,-,-
20180415,-,-,-,8886,0,0,0,354,1772,591,99,0,1389,3165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8886,-,-,-,-,-,-,-,-
20180416,-,-,-,8646,0,0,0,298,2071,629,79,0,1141,2989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8646,-,-,-,-,-,-,-,-
20180417,-,-,-,9420,0,0,0,261,2881,600,39,0,1152,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9420,-,-,-,-,-,-,-,-
20180418,-,-,-,8844,0,0,0,318,2174,649,76,0,1096,3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8844,-,-,-,-,-,-,-,-
20180419,-,-,-,8585,0,0,0,443,1989,533,43,0,1313,2984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8585,-,-,-,-,-,-,-,-
20180420,-,-,-,8871,0,0,0,546,2242,533,34,0,1339,2950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8871,-,-,-,-,-,-,-,-
20180421,-,-,-,8863,0,0,0,673,2078,499,32,0,1473,2984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8863,-,-,-,-,-,-,-,-
20180422,-,-,-,8963,0,0,0,768,1836,486,32,0,1514,3239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8963,-,-,-,-,-,-,-,-
20180423,-,-,-,9227,0,0,0,812,2231,527,31,0,1533,3058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9227,-,-,-,-,-,-,-,-
20180424,-,-,-,9946,0,0,0,867,2684,489,127,0,1524,3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9946,-,-,-,-,-,-,-,-
20180425,-,-,-,9048,0,0,0,328,2393,558,85,0,1236,2960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9048,-,-,-,-,-,-,-,-
