計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,主寝室AC,冷蔵庫,LDK電灯コンセント,洗濯機,2F洋室AC,未使用,2F寝室電灯コンセント,浄化槽ファン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,14743,0,3114,0,320,3263,1064,26,0,730,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14743,-,-,-,-,-,-,-,-
20180202,-,-,-,13262,0,1846,0,191,3956,1107,59,0,615,2890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13262,-,-,-,-,-,-,-,-
20180203,-,-,-,15893,0,4227,0,343,3205,1040,22,0,657,2918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15893,-,-,-,-,-,-,-,-
20180204,-,-,-,19854,0,7817,0,296,4191,818,38,0,609,2913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19854,-,-,-,-,-,-,-,-
20180205,-,-,-,16100,0,4843,0,350,3733,1086,76,0,517,2942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16100,-,-,-,-,-,-,-,-
20180206,-,-,-,20523,0,6175,0,443,4574,1250,9,0,401,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20523,-,-,-,-,-,-,-,-
20180207,-,-,-,15249,0,3716,0,271,4223,1015,49,0,458,2860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15249,-,-,-,-,-,-,-,-
20180208,-,-,-,15539,0,4328,0,348,4504,1347,9,0,432,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15539,-,-,-,-,-,-,-,-
20180209,-,-,-,14102,0,0,0,315,4303,1159,39,0,584,3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14102,-,-,-,-,-,-,-,-
20180210,-,-,-,14719,0,2904,0,258,2891,1067,36,0,679,3190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14719,-,-,-,-,-,-,-,-
20180211,-,-,-,18347,0,5187,0,265,3163,1190,52,0,614,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18347,-,-,-,-,-,-,-,-
20180212,-,-,-,19222,0,7665,0,306,3125,1019,34,0,606,2930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19222,-,-,-,-,-,-,-,-
20180213,-,-,-,17014,0,6818,0,358,3345,1173,14,0,562,3135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17014,-,-,-,-,-,-,-,-
20180214,-,-,-,15225,0,1037,0,284,3777,1107,104,0,563,2919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15225,-,-,-,-,-,-,-,-
20180215,-,-,-,14532,0,2169,0,250,4206,1171,65,0,846,3110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14532,-,-,-,-,-,-,-,-
20180216,-,-,-,16482,0,3157,0,216,3816,1167,22,0,543,3206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16482,-,-,-,-,-,-,-,-
