計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,主寝室エアコン,和室エアコン,倉庫照明・冷蔵庫・冷凍庫,LDK電灯コンセント,洗濯機・玄関洗面コンセン,未使用,和室・電灯コンセント,2F電灯・コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,21056,0,1291,1261,0,4742,6535,3976,0,1280,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21056,-,-,-,-,-,-,-,-
20171102,-,-,-,22867,0,701,720,0,4987,7851,4322,0,1526,2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22867,-,-,-,-,-,-,-,-
20171103,-,-,-,22290,0,1069,598,0,5064,7182,4061,0,2467,1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22290,-,-,-,-,-,-,-,-
20171104,-,-,-,24235,0,1783,1975,0,4834,6878,4188,0,2442,1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24235,-,-,-,-,-,-,-,-
20171105,-,-,-,24961,0,2673,2566,0,4217,6852,4247,0,2755,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24961,-,-,-,-,-,-,-,-
20171106,-,-,-,22106,0,1311,1565,0,4345,7525,4238,0,1222,1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22106,-,-,-,-,-,-,-,-
20171107,-,-,-,22249,0,1112,1573,0,4508,7582,4206,0,1199,1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22249,-,-,-,-,-,-,-,-
20171108,-,-,-,20035,0,670,0,0,4752,7308,4206,0,977,1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20035,-,-,-,-,-,-,-,-
20171109,-,-,-,23567,0,1226,888,0,6139,8012,4265,0,891,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23567,-,-,-,-,-,-,-,-
20171110,-,-,-,23248,0,1332,1747,0,4536,8456,4249,0,774,1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23248,-,-,-,-,-,-,-,-
20171111,-,-,-,19904,0,0,868,0,4674,6597,4136,0,1413,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19904,-,-,-,-,-,-,-,-
20171112,-,-,-,25000,0,2116,2291,0,4173,7335,4228,0,2637,1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,-,-,-,-,-,-,-,-
20171113,-,-,-,24060,0,2361,1642,336,4285,6197,4225,0,2746,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24060,-,-,-,-,-,-,-,-
20171114,-,-,-,19592,0,156,468,0,4686,6661,3950,0,1511,1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19592,-,-,-,-,-,-,-,-
